Year,Full Name,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates
2014,Caddo County OK,,,,,6,173.6,18,462,11,133.7
2014,Caddo Parish LA,103,257.2,254,708.6,213,715.5,228,725.7,162,229.2
2014,Calaveras County CA,,,,,,,,,,
2014,Calcasieu Parish LA,33,101.1,114,409.7,147,632.5,168,662.7,109,209.3
2014,Caldwell County KY,,,,,,,,,,
2014,Caldwell County MO,,,6,650.8,6,585.9,8,631.4,,
2014,Caldwell County NC,,,8,93.8,13,123.1,27,214.4,,
2014,Caldwell County TX,,,15,289.1,16,321.9,30,590.3,,
2014,Caldwell Parish LA,,,,,6,476.6,7,517,,
2014,Caledonia County VT,,,,,,,,,,
2014,Calhoun County AL,9,47,28,187.5,28,199.7,43,276.1,24,69.9
2014,Calhoun County AR,0,0,5,943.4,,,6,729.9,,
2014,Calhoun County FL,,,7,343.8,6,307.9,9,438.4,,
2014,Calhoun County GA,,,9,890.2,,,13,1336.1,8,466.2
2014,Calhoun County IA,,,,,,,,,,
2014,Calhoun County IL,,,,,,,,,,
2014,Calhoun County MI,10,45.9,24,150.7,34,212.2,54,292.3,33,82
2014,Calhoun County MS,,,,,,,7,347.4,,
2014,Calhoun County SC,,,,,7,425,11,503.9,11,206.7
2014,Calhoun County TX,0,0,,,,,,,,
2014,Calhoun County WV,,,,,,,,,,
2014,Callahan County TX,0,0,,,0,0,,,,
2014,Callaway County MO,,,15,256.7,12,221.6,22,343.8,,
2014,Calloway County KY,,,,,,,,,,
2014,Calumet County WI,,,,,0,0,,,,
2014,Calvert County MD,,,,,,,,,,
2014,Camas County ID,,,,,,,,,,
2014,Cambria County PA,,,6,42.1,25,162,39,209.7,,
2014,Camden County GA,6,58.4,19,230.8,12,205,25,384.3,14,123.1
2014,Camden County MO,,,,,13,315.2,5,83.4,7,36.3
2014,Camden County NC,0,0,,,,,,,5,172.2
2014,Camden County NJ,47,59.2,206,300.3,289,446.8,593,810.3,534,384.9
2014,Cameron County PA,,,,,,,,,,
2014,Cameron County TX,31,37.4,114,223.1,183,346.8,203,439.7,160,175.9
2014,Cameron Parish LA,,,,,,,,,,
2014,Camp County TX,5,238.9,,,,,,,5,133.1
2014,Campbell County KY,,,,,,,,,,
2014,Campbell County SD,,,,,,,,,,
2014,Campbell County TN,0,0,,,7,136.1,12,210.9,,
2014,Campbell County VA,5,60.6,10,148,8,120.4,17,213.8,26,146.3
2014,Campbell County WY,,,,,,,5,79.1,,
2014,Canadian County OK,6,30.5,17,89.3,29,156.9,52,305.8,16,52.5
2014,Candler County GA,,,6,458.7,6,450.8,7,519.7,,
2014,Cannon County TN,,,0,0,,,15,722.9,,
2014,Canyon County ID,,,,,,,,,,
2014,Cape Girardeau County MO,5,31.2,15,153.1,17,196.6,21,217.9,11,50.8
2014,Cape May County NJ,,,22,229.8,33,370.7,63,473.5,,
2014,Carbon County MT,,,,,,,,,,
2014,Carbon County PA,,,10,143.3,11,144.5,37,375.3,,
2014,Carbon County UT,0,0,0,0,0,0,,,,
2014,Carbon County WY,0,0,,,0,0,,,,
2014,Caribou County ID,,,,,,,,,,
2014,Carlisle County KY,,,,,,,,,,
2014,Carlton County MN,0,0,0,0,,,,,,
2014,Caroline County MD,,,,,,,,,,
2014,Caroline County VA,,,7,174.4,8,208.6,19,444,,
2014,Carroll County AR,,,,,13,437.6,14,394.3,20,198.1
2014,Carroll County GA,9,38.4,32,214.1,31,215.1,48,328.5,33,123
2014,Carroll County IA,0,0,,,5,228.6,,,,
2014,Carroll County IL,,,,,,,,,,
2014,Carroll County IN,,,0,0,,,,,,
2014,Carroll County KY,,,,,,,,,,
2014,Carroll County MD,,,,,,,,,,
2014,Carroll County MO,,,,,,,,,,
2014,Carroll County MS,,,,,6,506.3,6,432.9,,
2014,Carroll County NH,,,,,,,,,,
2014,Carroll County OH,0,0,,,,,,,,
2014,Carroll County TN,,,6,206,8,248.1,9,228.7,,
2014,Carroll County VA,0,0,,,,,6,137.3,,
2014,Carson City NV,,,10,151.7,25,404.3,47,620,,
2014,Carson County TX,,,,,,,,,,
2014,Carter County KY,,,,,,,,,,
2014,Carter County MO,,,,,,,,,,
2014,Carter County MT,,,0,0,,,0,0,0,0
2014,Carter County OK,,,5,82.9,8,130.8,13,209.9,,
2014,Carter County TN,,,9,135.7,10,145.1,22,269.1,,
2014,Carteret County NC,,,5,67.2,17,218.3,18,183.7,,
2014,Carver County MN,,,6,54.8,15,108.6,14,85.9,,
2014,Cascade County MT,,,,,8,91.9,6,58.4,9,36.4
2014,Casey County KY,,,,,,,,,,
2014,Cass County IA,,,,,,,,,,
2014,Cass County IL,,,,,,,,,,
2014,Cass County IN,0,0,,,,,15,282,6,52.5
2014,Cass County MI,0,0,,,,,7,93.3,,
2014,Cass County MN,,,,,5,184.6,8,208.9,5,43.3
2014,Cass County MO,,,6,51.2,19,146.2,28,196.5,,
2014,Cass County ND,,,,,,,,,,
2014,Cass County NE,,,,,,,,,,
2014,Cass County TX,,,8,259.7,10,293.6,19,476.3,,
2014,Cassia County ID,,,,,,,,,,
2014,Castro County TX,,,,,,,,,,
2014,Caswell County NC,,,10,407.7,15,548.4,16,464.8,,
2014,Catahoula Parish LA,,,,,5,424.8,10,755.3,5,168.6
2014,Catawba County NC,7,29.6,24,139.3,45,222.8,83,361.9,50,108.7
2014,Catoosa County GA,,,8,102.9,14,156.6,22,235.6,,
2014,Catron County NM,,,,,,,,,,
2014,Cattaraugus County NY,,,10,115.7,18,209.2,36,328.9,,
2014,Cavalier County ND,,,,,,,,,,
2014,Cayuga County NY,,,12,124,27,294.9,73,610.7,,
2014,Cecil County MD,,,,,,,,,,
2014,Cedar County IA,0,0,,,,,5,183.5,5,83.4
2014,Cedar County MO,0,0,,,0,0,,,,
2014,Cedar County NE,,,,,,,,,,
2014,Centre County PA,,,19,84.6,44,263,54,295.8,,
2014,Cerro Gordo County IA,0,0,,,5,109.4,,,7,45.9
2014,Chaffee County CO,0,0,,,0,0,,,,
2014,Chambers County AL,8,157.7,12,306.1,16,397.2,29,600,18,163.7
2014,Chambers County TX,,,5,100,6,112.9,10,188.4,,
2014,Champaign County IL,,,,,,,,,,
2014,Champaign County OH,,,,,5,105.5,12,208.7,7,59
2014,Chariton County MO,0,0,0,0,,,0,0,,
2014,Charles City County VA,,,,,6,851.1,6,485.8,,
2014,Charles County MD,,,,,,,,,,
2014,Charles Mix County SD,,,,,,,,,,
2014,Charleston County SC,97,169.4,191,290.9,231,491.6,393,804.2,338,324.7
2014,Charlevoix County MI,0,0,,,,,,,,
2014,Charlotte County FL,7,42.9,35,285.4,59,446.2,114,574.8,106,116
2014,Charlotte County VA,,,,,,,,,,
2014,Charlottesville City VA,8,70.1,15,156.9,30,579.7,41,862.6,39,418.4
2014,Charlton County GA,,,5,235.1,9,468,11,563.5,,
2014,Chase County KS,0,0,,,,,5,1416.4,7,709.9
2014,Chase County NE,,,,,,,,,,
2014,Chatham County GA,91,182.6,259,552.7,268,794.4,484,1427.3,455,637.6
2014,Chatham County NC,5,61.1,12,194.5,23,281.8,23,242.6,38,153.2
2014,Chattahoochee County GA,,,,,,,,,,
2014,Chattooga County GA,,,13,418.3,14,439,20,587.4,,
2014,Chautauqua County KS,,,,,,,,,,
2014,Chautauqua County NY,10,45.3,34,224.4,50,355,92,509.9,59,136.8
2014,Chaves County NM,,,,,13,179.9,,,16,90.8
2014,Cheatham County TN,,,8,172.6,13,242.8,17,263.6,,
2014,Cheboygan County MI,0,0,,,,,6,167.5,,
2014,Chelan County WA,,,10,112.1,15,182.2,14,148.9,,
2014,Chemung County NY,,,27,253.4,27,268.8,69,558.1,,
2014,Chenango County NY,,,,,10,180.6,23,316.8,18,107.4
2014,Cherokee County AL,,,,,6,195.8,5,134.6,7,75
2014,Cherokee County GA,11,30.6,38,138.6,65,187.5,82,232.3,54,99.4
2014,Cherokee County IA,,,,,,,,,,
2014,Cherokee County KS,,,,,11,456.8,13,436.2,6,91.9
2014,Cherokee County NC,0,0,,,,,6,171.8,5,42.3
2014,Cherokee County OK,,,,,6,113.5,10,175.9,8,61.9
2014,Cherokee County SC,,,12,179.8,24,337.5,29,372.5,,
2014,Cherokee County TX,,,15,256.2,38,612.1,37,576.1,,
2014,Cherry County NE,,,,,,,,,,
2014,Chesapeake City VA,26,67.1,97,295.4,115,374.1,154,445.4,116,205.4
2014,Cheshire County NH,,,,,,,,,,
2014,Chester County PA,17,20.3,35,60.3,70,109,130,165.5,143,99.2
2014,Chester County SC,0,0,6,165.3,5,132.6,8,169.3,8,78.8
2014,Chester County TN,,,,,,,,,0,0
2014,Chesterfield County SC,,,,,8,139.5,6,87.3,12,86.9
2014,Chesterfield County VA,37,66.6,90,231.7,103,225.9,169,343.2,112,129.3
2014,Cheyenne County CO,,,,,,,,,,
2014,Cheyenne County KS,,,,,,,,,,
2014,Cheyenne County NE,,,,,,,,,,
2014,Chickasaw County IA,0,0,,,,,5,292.7,,
2014,Chickasaw County MS,,,8,385.2,,,9,391.6,8,161.1
2014,Chicot County AR,,,7,571.4,,,9,625.4,5,131.8
2014,Childress County TX,,,8,576,,,,,,
2014,Chilton County AL,,,,,16,278.7,10,168.2,10,81.2
2014,Chippewa County MI,0,0,,,,,7,132.8,,
2014,Chippewa County MN,0,0,,,0,0,5,317.9,,
2014,Chippewa County WI,,,5,61.6,,,9,96.7,6,31.4
2014,Chisago County MN,0,0,,,,,6,66.6,5,34.4
2014,Chittenden County VT,,,,,,,,,,
2014,Choctaw County AL,,,6,452.1,8,531.9,12,619.8,,
2014,Choctaw County MS,0,0,8,909.1,,,,,,
2014,Choctaw County OK,0,0,,,8,479,5,258.7,,
2014,Chouteau County MT,,,,,,,,,,
2014,Chowan County NC,,,0,0,,,7,362.9,7,127.6
2014,Christian County IL,,,,,,,,,,
2014,Christian County KY,,,,,,,,,,
2014,Christian County MO,,,,,11,98.4,30,274.3,15,69.9
2014,Churchill County NV,,,,,8,312.3,13,409.2,7,94.3
2014,Cibola County NM,,,15,393.4,21,622.8,25,730.6,,
2014,Cimarron County OK,,,,,,,,,,
2014,Citrus County FL,,,14,132.2,27,239.3,62,366.3,,
2014,Clackamas County OR,12,20.3,62,134,114,227.6,162,286.4,125,103.2
2014,Claiborne County MS,,,,,8,868.6,9,952.4,,
2014,Claiborne County TN,0,0,,,,,7,160.6,5,48.1
2014,Claiborne Parish LA,,,13,520.4,13,636.9,15,655.3,,
2014,Clallam County WA,0,0,6,79.2,9,130.5,21,250.6,22,69.6
2014,Clare County MI,,,,,9,283,7,164.6,10,84.9
2014,Clarendon County SC,7,126.8,9,241.4,17,479.1,20,452.2,23,190.6
2014,Clarion County PA,0,0,,,,,,,6,48
2014,Clark County AR,,,7,295.5,10,442.7,5,201.1,,
2014,Clark County ID,,,,,,,,,,
2014,Clark County IL,,,,,,,,,,
2014,Clark County IN,8,47.9,30,190.2,34,217.1,61,386.7,54,173
2014,Clark County KS,,,,,,,,,,
2014,Clark County KY,,,,,,,,,,
2014,Clark County MO,,,,,,,,,,
2014,Clark County NV,298,93.5,1166,384.6,1484,511.6,2154,778.7,1555,304.4
2014,Clark County OH,7,32.9,15,96.6,30,192.9,36,194.5,32,73.7
2014,Clark County SD,,,,,,,,,,
2014,Clark County WA,9,12.7,54,95.2,118,194.2,226,366.2,181,152.6
2014,Clark County WI,,,,,,,,,,
2014,Clarke County AL,0,0,5,192.2,8,268,14,398.3,7,89
2014,Clarke County GA,19,49.4,67,334.7,68,517,66,623.8,63,284.5
2014,Clarke County IA,,,,,,,,,,
2014,Clarke County MS,,,10,554.3,9,477.2,12,552.2,,
2014,Clarke County VA,0,0,,,,,,,9,182.9
2014,Clatsop County OR,,,,,6,147,16,338.1,10,73.8
2014,Clay County AL,,,,,,,9,452.5,,
2014,Clay County AR,0,0,,,,,7,330,,
2014,Clay County FL,14,42.8,59,247.8,68,261.5,93,312,48,90
2014,Clay County GA,,,,,5,1838.2,,,,
2014,Clay County IA,,,0,0,,,,,,
2014,Clay County IL,,,,,,,,,,
2014,Clay County IN,,,,,6,183.2,8,219.2,6,73.9
2014,Clay County KS,,,,,,,,,,
2014,Clay County KY,,,,,,,,,,
2014,Clay County MN,,,,,13,185.9,5,72.6,6,41.6
2014,Clay County MO,9,25.6,45,136.1,66,202.2,138,428.9,77,132.8
2014,Clay County MS,,,6,248.2,9,387.8,15,581.6,,
2014,Clay County NC,0,0,0,0,,,,,,
2014,Clay County NE,,,,,,,,,,
2014,Clay County SD,,,,,,,,,,
2014,Clay County TN,,,,,,,0,0,,
2014,Clay County TX,0,0,,,,,,,,
2014,Clay County WV,,,,,,,,,,
2014,Clayton County GA,91,187.4,404,1024,362,967,481,1330.5,257,514.2
2014,Clayton County IA,0,0,0,0,,,6,246,,
2014,Clear Creek County CO,0,0,,,,,5,320.1,9,259.2
2014,Clearfield County PA,,,,,7,67.5,22,176.8,17,63.5
2014,Clearwater County ID,,,,,,,,,,
2014,Clearwater County MN,,,,,,,,,,
2014,Cleburne County AL,0,0,,,,,5,240.5,,
2014,Cleburne County AR,,,,,,,8,227.3,6,59
2014,Clermont County OH,9,29.5,26,106.4,31,120.6,41,137.9,15,26.5
2014,Cleveland County AR,0,0,,,,,,,,
2014,Cleveland County NC,9,56.7,30,287.5,47,405.7,58,409.3,36,120.4
2014,Cleveland County OK,11,19.2,55,134.7,75,221.4,90,275.7,53,85.8
2014,Clinch County GA,,,8,963.9,,,8,958.1,7,371.2
2014,Clinton County IA,,,5,97.5,11,203.3,11,162.1,,
2014,Clinton County IL,,,,,,,,,,
2014,Clinton County IN,,,,,,,6,137.8,,
2014,Clinton County KY,,,,,,,,,,
2014,Clinton County MI,0,0,6,67,12,128.4,22,191.4,7,31.5
2014,Clinton County MO,0,0,,,,,,,,
2014,Clinton County NY,,,17,170.1,30,310.8,83,683,,
2014,Clinton County OH,,,,,12,240,8,138.6,9,73.7
2014,Clinton County PA,,,,,,,8,165.1,7,59
2014,Cloud County KS,0,0,0,0,0,0,,,,
2014,Coahoma County MS,9,190.7,30,974.3,36,1351.4,54,1793.4,27,423.5
2014,Coal County OK,,,,,,,,,,
2014,Cobb County GA,96,81.3,554,530.9,623,576.9,792,739.1,430,266
2014,Cochise County AZ,,,17,103.5,39,288.9,62,405.7,,
2014,Cochran County TX,,,,,,,,,,
2014,Cocke County TN,,,,,5,116.1,16,309.2,,
2014,Coconino County AZ,8,22.2,17,91.9,31,209,36,230.6,39,126.2
2014,Codington County SD,,,,,,,,,,
2014,Coffee County AL,,,11,169.4,14,208.9,19,275.1,,
2014,Coffee County GA,5,66.1,14,234.3,14,247.5,31,536.8,18,175.4
2014,Coffee County TN,,,9,142.2,7,108.2,11,146.7,,
2014,Coffey County KS,,,,,,,,,,
2014,Coke County TX,,,,,,,,,,
2014,Colbert County AL,,,,,16,244.1,10,132.7,10,56.2
2014,Cole County MO,5,41.9,21,200,26,265.6,32,296.9,23,109.4
2014,Coleman County TX,0,0,,,,,,,,
2014,Coles County IL,,,,,,,,,,
2014,Colfax County NE,,,,,,,,,,
2014,Colfax County NM,0,0,0,0,,,,,,
2014,Colleton County SC,,,22,538.2,13,313.4,28,530.5,,
2014,Collier County FL,16,37.6,96,279.6,171,482.5,286,674.2,279,189.1
2014,Collin County TX,97,68.3,282,245.9,394,269.6,517,383.9,228,128
2014,Collingsworth County TX,0,0,0,0,0,0,0,0,0,0
2014,Colonial Heights City VA,0,0,5,237.4,,,,,,
2014,Colorado County TX,,,,,7,331.4,5,184.9,5,68.1
2014,Colquitt County GA,,,29,476.7,36,621.9,52,882.4,,
2014,Columbia County AR,,,7,267.9,7,282.8,8,277.3,,
2014,Columbia County FL,15,143,39,453.6,66,826.3,128,1420,63,299.5
2014,Columbia County GA,18,78.8,22,118.2,34,176.8,48,243.2,43,128.3
2014,Columbia County NY,9,105.5,17,273.9,16,238,53,546.8,85,370.1
2014,Columbia County OR,,,,,5,82.3,13,181.3,8,49.3
2014,Columbia County PA,0,0,6,85.7,8,112.4,14,159.6,12,57.1
2014,Columbia County WA,0,0,0,0,,,,,,
2014,Columbia County WI,,,,,,,8,92.2,9,51.7
2014,Columbiana County OH,,,5,42.6,17,130.8,34,225,,
2014,Columbus County NC,8,91.6,26,386.6,23,337.4,55,706.1,38,211.3
2014,Colusa County CA,,,,,,,,,,
2014,Comal County TX,9,49.5,22,164,25,170,67,379.8,40,101.5
2014,Comanche County KS,0,0,0,0,0,0,0,0,0,0
2014,Comanche County OK,5,20.6,34,160.8,38,249.8,53,359.3,23,85.4
2014,Comanche County TX,,,,,,,,,7,141.6
2014,Concho County TX,,,,,,,6,967.7,,
2014,Concordia Parish LA,,,7,257.9,13,547.4,11,428.8,,
2014,Conecuh County AL,,,7,556.4,,,8,464,,
2014,Conejos County CO,,,,,,,,,,
2014,Contra Costa County CA,63,36.5,278,200.3,353,237.6,704,426.4,699,232.6
2014,Converse County WY,,,,,,,,,,
2014,Conway County AR,,,,,,,9,310.3,11,163.3
2014,Cook County GA,,,7,320.2,5,229.9,17,733.4,,
2014,Cook County IL,1219,147.4,4121,479.2,5147,724.7,7508,1095.8,5780,439.1
2014,Cook County MN,0,0,0,0,0,0,0,0,0,0
2014,Cooke County TX,,,,,8,193.6,5,98.2,5,41.1
2014,Cooper County MO,,,,,8,402.6,13,551.3,5,95.7
2014,Coos County NH,,,,,,,,,,
2014,Coos County OR,,,,,6,95.6,17,216.5,18,70.8
2014,Coosa County AL,0,0,,,,,,,,
2014,Copiah County MS,8,155.4,22,645.4,34,1054.3,19,504.2,19,224.3
2014,Corson County SD,,,,,,,,,,
2014,Cortland County NY,,,11,206.9,10,196.3,14,217.3,,
2014,Coryell County TX,11,74.5,64,427.7,76,687.5,62,728.9,33,256.8
2014,Coshocton County OH,,,0,0,5,119.7,9,180.7,,
2014,Costilla County CO,,,,,,,,,,
2014,Cottle County TX,,,,,,,,,,
2014,Cotton County OK,,,,,,,,,,
2014,Cottonwood County MN,0,0,,,0,0,5,349.9,,
2014,Covington City VA,0,0,0,0,,,7,834.3,,
2014,Covington County AL,,,6,141.7,13,300.6,12,235.7,,
2014,Covington County MS,,,,,13,601.9,18,708.9,7,127.9
2014,Coweta County GA,12,55.5,39,236.9,44,229,67,324.9,48,146.6
2014,Cowley County KS,,,,,9,224.9,10,218.9,,
2014,Cowlitz County WA,,,14,122.4,26,218,42,307.3,,
2014,Craig County OK,,,,,,,10,473.3,,
2014,Craig County VA,,,,,,,,,,
2014,Craighead County AR,6,31.9,21,133.7,29,224.1,41,333.3,25,102.6
2014,Crane County TX,,,,,,,,,,
2014,Craven County NC,8,40.5,30,212.4,49,446.3,78,672.1,59,195.1
2014,Crawford County AR,,,11,146,12,155.1,18,208.5,,
2014,Crawford County GA,0,0,,,9,632,,,8,208.9
2014,Crawford County IA,0,0,,,,,,,,
2014,Crawford County IL,,,,,,,,,,
2014,Crawford County IN,0,0,0,0,0,0,0,0,0,0
2014,Crawford County KS,,,,,,,,,,
2014,Crawford County MI,,,0,0,,,,,0,0
2014,Crawford County MO,,,,,,,,,7,89.6
2014,Crawford County OH,,,,,7,138.1,8,137.9,8,55.9
2014,Crawford County PA,,,6,64.3,16,165.1,22,181.1,,
2014,Crawford County WI,0,0,,,,,,,,
2014,Creek County OK,,,7,85.4,23,271.2,18,185.7,,
2014,Crenshaw County AL,,,5,335.8,,,7,365,9,203.7
2014,Crisp County GA,10,272.7,25,896.7,19,724.4,32,1064.2,18,260.2
2014,Crittenden County AR,10,115.6,27,424.7,49,805,63,958.6,39,323.6
2014,Crittenden County KY,,,,,,,,,,
2014,Crockett County TN,,,,,,,,,,
2014,Crockett County TX,,,,,,,,,,
2014,Crook County OR,0,0,,,,,,,,
2014,Crook County WY,,,,,,,,,,
2014,Crosby County TX,0,0,,,,,,,,
2014,Cross County AR,,,,,8,380,9,382,7,133.3
2014,Crow Wing County MN,,,,,,,9,106.2,,
2014,Crowley County CO,0,0,,,,,5,543.5,,
2014,Culberson County TX,,,,,,,,,,
2014,Cullman County AL,,,6,61.5,15,147.6,17,153.7,,
2014,Culpeper County VA,,,10,169.9,18,279,28,380,,
2014,Cumberland County IL,,,,,,,,,,
2014,Cumberland County KY,,,,,,,,,,
2014,Cumberland County ME,,,,,,,,,,
2014,Cumberland County NC,77,114.3,259,456.4,241,619.3,312,808.5,230,335.8
2014,Cumberland County NJ,16,66.8,62,272.1,127,602.5,245,1153,197,492.9
2014,Cumberland County PA,7,17.9,28,89.3,66,222.1,101,297.4,91,122.7
2014,Cumberland County TN,,,,,9,156.3,15,209.8,13,52
2014,Cumberland County VA,,,,,,,7,479.1,5,150.7
2014,Cuming County NE,0,0,0,0,0,0,0,0,0,0
2014,Currituck County NC,,,0,0,5,157.5,,,7,94.9
2014,Curry County NM,,,,,,,11,201.6,6,55.2
2014,Curry County OR,,,0,0,,,7,254.4,6,54.2
2014,Custer County CO,,,,,,,,,,
2014,Custer County ID,,,,,,,,,,
2014,Custer County MT,,,,,,,,,,
2014,Custer County NE,,,,,,,0,0,,
2014,Custer County OK,0,0,,,,,5,160.6,5,73.3
2014,Custer County SD,,,,,,,,,,
2014,Cuyahoga County OH,252,127.4,652,394.5,785,535,1419,812.5,1045,269.7
2014,Dade County GA,,,,,,,8,366.8,,
2014,Dade County MO,0,0,0,0,,,,,,
2014,Daggett County UT,0,0,0,0,0,0,0,0,0,0
2014,Dakota County MN,16,25.5,69,124.8,89,163,97,154.2,83,80.7
2014,Dakota County NE,0,0,,,5,207.8,7,270.3,,
2014,Dale County AL,9,116.8,20,278.6,23,383.3,31,495.1,29,210.3
2014,Dallam County TX,0,0,0,0,,,,,,
2014,Dallas County AL,7,98.8,29,605,32,695.2,44,812.4,32,259.7
2014,Dallas County AR,,,,,,,,,,
2014,Dallas County IA,,,9,75.1,13,107.9,12,120.1,,
2014,Dallas County MO,0,0,0,0,,,,,,
2014,Dallas County TX,761,177.9,3066,755.5,3961,1115.7,4974,1525.2,3030,598.8
2014,Dane County WI,20,19.9,110,135.5,136,205.9,203,307.6,169,137.4
2014,Daniels County MT,0,0,0,0,0,0,0,0,0,0
2014,Danville City VA,5,77.4,15,296.9,23,541,31,580.3,20,138.9
2014,Dare County NC,0,0,,,,,11,208.9,6,48.5
2014,Darke County OH,,,,,10,165.7,10,136.9,8,47.8
2014,Darlington County SC,6,55,16,219.4,23,279,28,302.1,25,119
2014,Dauphin County PA,32,78.7,83,225.4,168,510.4,272,712.1,288,360.6
2014,Davidson County NC,11,45.6,23,129.7,60,283.4,88,350.1,62,125.5
2014,Davidson County TN,156,150.2,565,439.1,807,879,1226,1461.5,805,530.3
2014,Davie County NC,0,0,,,,,8,127.6,10,71.1
2014,Daviess County IN,,,,,5,137.3,6,149.6,5,57.9
2014,Daviess County KY,,,,,,,,,,
2014,Daviess County MO,0,0,,,,,,,,
2014,Davis County IA,,,,,,,,,,
2014,Davis County UT,6,10,26,54.2,42,93,60,171.5,38,63.3
2014,Davison County SD,,,,,,,,,,
2014,Dawes County NE,,,,,,,,,,
2014,Dawson County GA,,,,,,,7,202.4,9,121.3
2014,Dawson County MT,,,,,,,,,,
2014,Dawson County NE,0,0,0,0,0,0,,,,
2014,Dawson County TX,0,0,,,,,,,,
2014,Day County SD,,,,,,,,,,
2014,De Baca County NM,0,0,0,0,0,0,0,0,0,0
2014,De Soto Parish LA,,,14,437.1,14,437.6,8,215.8,,
2014,De Witt County IL,,,,,,,,,,
2014,Deaf Smith County TX,0,0,,,,,,,,
2014,Dearborn County IN,0,0,,,8,128.9,,,,
2014,Decatur County GA,5,109.3,30,923.1,31,943.1,36,962.3,17,224.1
2014,Decatur County IA,0,0,0,0,0,0,,,,
2014,Decatur County IN,0,0,,,,,,,5,66.4
2014,Decatur County KS,,,,,,,,,,
2014,Decatur County TN,,,0,0,,,5,317.1,7,161.4
2014,Deer Lodge County MT,,,,,,,,,,
2014,Defiance County OH,0,0,,,,,12,242.3,7,58.7
2014,Dekalb County AL,0,0,5,60.4,16,171.4,16,167.6,6,29.8
2014,Dekalb County GA,295,267,1331,1108.9,1540,1428.3,2078,2104.5,1268,792
2014,Dekalb County IL,,,,,,,,,,
2014,Dekalb County IN,,,0,0,,,5,81.8,,
2014,Dekalb County MO,,,,,6,313,6,306.3,0,0
2014,Dekalb County TN,0,0,6,258.4,8,335.1,14,510,7,116.9
2014,Del Norte County CA,,,,,,,,,,
2014,Delaware County IA,,,,,,,,,,
2014,Delaware County IN,0,0,20,155.7,20,163.9,43,310.2,20,62.3
2014,Delaware County NY,,,,,,,19,292,25,141.5
2014,Delaware County OH,6,20.3,14,72.4,34,113.6,53,182.7,32,71.9
2014,Delaware County OK,,,,,,,9,165.5,,
2014,Delaware County PA,53,55.5,125,174.3,183,275.6,308,389.1,317,197.2
2014,Delta County CO,0,0,,,,,5,131.8,,
2014,Delta County MI,,,,,5,129,7,137.3,6,43
2014,Delta County TX,,,,,,,,,,
2014,Denali Borough AK,,,,,,,,,,
2014,Dent County MO,0,0,,,5,301,7,327.6,,
2014,Denton County TX,64,50,179,157.6,271,228.3,364,332.1,169,118.5
2014,Denver County CO,75,84.4,558,381.5,1011,977.9,1937,2503.1,1935,1356.8
2014,Des Moines County IA,0,0,,,,,,,9,68.1
2014,Deschutes County OR,5,22,10,47.8,26,117.1,35,157.1,34,61.1
2014,Desha County AR,,,,,,,6,396.3,6,153.6
2014,Desoto County FL,5,89.7,11,225.4,26,621,43,999.3,43,381.4
2014,Desoto County MS,20,68.9,59,269.5,73,285.7,81,339.5,51,130.7
2014,Deuel County NE,,,,,,,,,,
2014,Deuel County SD,,,,,,,,,,
2014,Dewey County OK,0,0,0,0,0,0,0,0,0,0
2014,Dewey County SD,,,,,,,,,,
2014,Dewitt County TX,0,0,,,,,,,,
2014,Dickens County TX,,,,,,,,,,
2014,Dickenson County VA,,,,,0,0,,,,
2014,Dickey County ND,,,,,,,,,,
2014,Dickinson County IA,,,0,0,,,,,,
2014,Dickinson County KS,,,,,,,7,272,9,145.4
2014,Dickinson County MI,,,,,,,,,,
2014,Dickson County TN,0,0,7,112.8,18,273.3,25,333.8,12,84.5
2014,Dillingham Census Area AK,,,,,,,,,,
2014,Dillon County SC,5,98.3,9,244.4,10,268.2,15,363.7,9,101.6
2014,Dimmit County TX,0,0,,,,,,,,
2014,Dinwiddie County VA,,,6,185.9,,,17,374.5,13,152.9
2014,District Of Columbia DC,494,477,2090,1359.9,2913,3154.8,4661,6083.5,4075,2780.3
2014,Divide County ND,,,,,,,,,,
2014,Dixie County FL,,,,,8,454.8,18,787.1,10,165.1
2014,Dixon County NE,,,,,,,,,,
2014,Doddridge County WV,,,,,,,,,0,0
2014,Dodge County GA,7,212,13,483.3,25,906.5,42,1349.2,17,274.8
2014,Dodge County MN,,,0,0,,,5,172.7,0,0
2014,Dodge County NE,,,0,0,,,,,,
2014,Dodge County WI,0,0,6,54.1,26,232.6,27,193.6,27,102.4
2014,Dolores County CO,,,,,,,,,,
2014,Doniphan County KS,,,,,,,,,,
2014,Donley County TX,,,,,,,,,,
2014,Dooly County GA,,,9,483.1,9,472.7,13,636.9,,
2014,Door County WI,,,0,0,,,,,,
2014,Dorchester County MD,,,,,,,,,,
2014,Dorchester County SC,20,83.1,32,155.6,41,204.4,59,271.6,57,159
2014,Dougherty County GA,66,374.6,131,1042.6,124,1173.2,177,1592.3,159,662.3
2014,Douglas County CO,,,28,83.4,30,59,62,120.1,,
2014,Douglas County GA,23,95.6,74,437.9,82,393.2,108,524,53,178
2014,Douglas County IL,,,,,,,,,,
