Year,Full Name,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
2013,Shelby County MO,,,,,
2013,Shelby County OH,5,,12,,0
2013,Shelby County TN,2398,267,2873,150,71
2013,Shelby County TX,12,,15,,0
2013,Shenandoah County VA,5,,11,,0
2013,Sherburne County MN,12,6,24,,
2013,Sheridan County KS,0,0,0,0,0
2013,Sheridan County MT,,,,,
2013,Sheridan County ND,,,,,
2013,Sheridan County NE,0,0,0,0,0
2013,Sheridan County WY,,,,0,0
2013,Sherman County KS,0,0,0,0,0
2013,Sherman County NE,0,0,0,0,0
2013,Sherman County OR,,,,,
2013,Sherman County TX,0,0,0,0,0
2013,Shiawassee County MI,,,23,,0
2013,Shoshone County ID,,,,,
2013,Sibley County MN,,,,,
2013,Sierra County CA,,,,,
2013,Sierra County NM,,,,,0
2013,Silver Bow County MT,,,12,6,0
2013,Simpson County KY,,,,,
2013,Simpson County MS,18,,21,,
2013,Sioux County IA,,0,,0,0
2013,Sioux County ND,,,,,
2013,Sioux County NE,0,0,0,0,0
2013,Siskiyou County CA,,,,,
2013,Sitka City and Borough AK,,,,,
2013,Skagit County WA,9,,53,,0
2013,Skagway Municipality AK,,,,,
2013,Skamania County WA,,,,0,0
2013,Slope County ND,,,,,
2013,Smith County KS,,,,,
2013,Smith County MS,,,9,,0
2013,Smith County TN,8,,18,,0
2013,Smith County TX,107,67,182,,
2013,Smyth County VA,7,,20,,
2013,Snohomish County WA,142,56,459,70,19
2013,Snyder County PA,,,6,,0
2013,Socorro County NM,,,7,,0
2013,Solano County CA,167,214,525,116,12
2013,Somerset County MD,,,,,
2013,Somerset County ME,,,,,
2013,Somerset County NJ,149,122,227,12,18
2013,Somerset County PA,9,,23,,0
2013,Somervell County TX,,,,,
2013,Sonoma County CA,133,74,795,120,17
2013,Southampton County VA,10,5,18,,
2013,Southeast Fairbanks Census Area AK,,,,,
2013,Spalding County GA,54,21,77,,
2013,Spartanburg County SC,185,71,250,32,9
2013,Spencer County IN,,0,,,0
2013,Spencer County KY,,,,,
2013,Spink County SD,,,,,
2013,Spokane County WA,43,53,225,67,6
2013,Spotsylvania County VA,37,13,68,7,5
2013,St. Bernard Parish LA,48,12,78,,
2013,St. Charles County MO,47,17,183,11,5
2013,St. Charles Parish LA,39,6,40,,
2013,St. Clair County AL,19,,48,,0
2013,St. Clair County IL,,,,,
2013,St. Clair County MI,9,,31,,
2013,St. Clair County MO,,,,,
2013,St. Croix County WI,6,,14,,0
2013,St. Francis County AR,22,6,24,,
2013,St. Francois County MO,11,10,34,,
2013,St. Helena Parish LA,8,,9,,0
2013,St. James Parish LA,33,,26,,
2013,St. John The Baptist Parish LA,69,8,50,,
2013,St. Johns County FL,111,36,123,17,10
2013,St. Joseph County IN,185,37,229,20,5
2013,St. Joseph County MI,0,0,10,0,0
2013,St. Landry Parish LA,110,25,84,,
2013,St. Lawrence County NY,45,103,83,19,6
2013,St. Louis City MO,507,145,2002,140,20
2013,St. Louis County MN,33,20,73,,
2013,St. Louis County MO,472,105,1318,88,15
2013,St. Lucie County FL,908,160,369,49,35
2013,St. Martin Parish LA,30,11,45,,
2013,St. Mary Parish LA,26,10,30,,
2013,St. Mary's County MD,52,11,54,,
2013,St. Tammany Parish LA,72,34,217,23,5
2013,Stafford County KS,,,,,
2013,Stafford County VA,60,20,74,,
2013,Stanislaus County CA,79,62,296,39,20
2013,Stanley County SD,,,,,
2013,Stanly County NC,33,18,30,,
2013,Stanton County KS,,,,,
2013,Stanton County NE,,,,,
2013,Stark County IL,,,,,
2013,Stark County ND,,,,,
2013,Stark County OH,71,19,252,29,9
2013,Starke County IN,,0,7,,0
2013,Starr County TX,11,,9,,0
2013,Staunton City VA,7,,26,,0
2013,Ste. Genevieve County MO,8,,18,,0
2013,Stearns County MN,21,6,25,,
2013,Steele County MN,,0,,,
2013,Steele County ND,,,,,
2013,Stephens County GA,11,,15,,0
2013,Stephens County OK,,,11,,0
2013,Stephens County TX,7,,7,,0
2013,Stephenson County IL,,,,,
2013,Sterling County TX,0,0,0,0,0
2013,Steuben County IN,,,12,0,0
2013,Steuben County NY,25,14,28,,
2013,Stevens County KS,,,,,
2013,Stevens County MN,,,,,
2013,Stevens County WA,,,7,,0
2013,Stewart County GA,7,,17,,0
2013,Stewart County TN,,0,6,,0
2013,Stillwater County MT,,,,,
2013,Stoddard County MO,,,,,
2013,Stokes County NC,12,,18,,
2013,Stone County AR,,,,0,0
2013,Stone County MO,5,,13,,0
2013,Stone County MS,13,,14,,
2013,Stonewall County TX,0,0,0,0,0
2013,Storey County NV,,,,,
2013,Story County IA,8,,28,5,
2013,Strafford County NH,,,,,
2013,Stutsman County ND,,,,,
2013,Sublette County WY,0,0,0,0,0
2013,Suffolk City VA,73,21,126,,
2013,Suffolk County MA,1282,1147,2885,305,86
2013,Suffolk County NY,669,432,1227,164,105
2013,Sullivan County IN,5,,8,,0
2013,Sullivan County MO,0,,,0,0
2013,Sullivan County NH,,,,,
2013,Sullivan County NY,85,137,72,25,9
2013,Sullivan County PA,,0,,,
2013,Sullivan County TN,25,12,71,,
2013,Sully County SD,,,,,
2013,Summers County WV,,,6,,0
2013,Summit County CO,9,,22,,0
2013,Summit County OH,176,46,481,41,9
2013,Summit County UT,,0,12,,0
2013,Sumner County KS,,,5,,0
2013,Sumner County TN,30,12,106,,
2013,Sumter County AL,13,,14,0,
2013,Sumter County FL,73,33,83,,
2013,Sumter County GA,47,17,40,,
2013,Sumter County SC,96,32,90,8,5
2013,Sunflower County MS,60,26,82,,
2013,Surry County NC,16,,33,,0
2013,Surry County VA,,,6,,0
2013,Susquehanna County PA,,6,8,,
2013,Sussex County DE,175,62,322,37,6
2013,Sussex County NJ,44,31,53,7,5
2013,Sussex County VA,21,,19,,0
2013,Sutter County CA,22,12,37,8,0
2013,Sutton County TX,,,,,
2013,Suwannee County FL,64,31,85,,
2013,Swain County NC,,,11,,0
2013,Sweet Grass County MT,,,,,
2013,Sweetwater County WY,8,,10,,0
2013,Swift County MN,,,,,
2013,Swisher County TX,,,,,
2013,Switzerland County IN,,,10,0,0
2013,Talbot County GA,7,,,,
2013,Talbot County MD,,,,,
2013,Taliaferro County GA,,,,,
2013,Talladega County AL,44,11,74,,
2013,Tallahatchie County MS,13,,6,0,
2013,Tallapoosa County AL,12,,25,,
2013,Tama County IA,,0,,,
2013,Taney County MO,10,,28,,
2013,Tangipahoa Parish LA,121,32,152,13,6
2013,Taos County NM,,,31,,
2013,Tarrant County TX,1096,641,2394,379,62
2013,Tate County MS,14,,9,0,
2013,Tattnall County GA,22,,29,,
2013,Taylor County FL,65,35,77,16,0
2013,Taylor County GA,12,,7,,0
2013,Taylor County IA,,,,,
2013,Taylor County KY,,,,,
2013,Taylor County TX,38,51,107,,
2013,Taylor County WI,,,,,
2013,Taylor County WV,,0,8,,0
2013,Tazewell County IL,,,,,
2013,Tazewell County VA,,0,9,7,
2013,Tehama County CA,5,5,23,,
2013,Telfair County GA,25,12,25,,
2013,Teller County CO,,,7,0,0
2013,Tensas Parish LA,,,,,
2013,Terrebonne Parish LA,57,16,104,,
2013,Terrell County GA,15,,12,,0
2013,Terrell County TX,,,,,
2013,Terry County TX,,,11,,0
2013,Teton County ID,,,,,
2013,Teton County MT,,,,,
2013,Teton County WY,,,9,0,0
2013,Texas County MO,,,,,0
2013,Texas County OK,7,,7,,0
2013,Thayer County NE,,,,,
2013,Thomas County GA,60,14,57,,
2013,Thomas County KS,0,0,0,0,0
2013,Thomas County NE,0,0,0,0,0
2013,Throckmorton County TX,,,,,
2013,Thurston County NE,,,,,
2013,Thurston County WA,24,19,128,32,5
2013,Tift County GA,74,10,48,,
2013,Tillamook County OR,,,5,,
2013,Tillman County OK,,,,,
2013,Tioga County NY,6,7,21,,
2013,Tioga County PA,,,6,,0
2013,Tippah County MS,,,7,,0
2013,Tippecanoe County IN,36,11,80,,
2013,Tipton County IN,,,,,
2013,Tipton County TN,34,5,41,,
2013,Tishomingo County MS,,,5,0,0
2013,Titus County TX,11,,11,,0
2013,Todd County KY,,,,,
2013,Todd County MN,,,,,
2013,Todd County SD,,,,,
2013,Tolland County CT,15,,34,,0
2013,Tom Green County TX,18,10,51,8,0
2013,Tompkins County NY,36,15,56,,
2013,Tooele County UT,6,,14,,
2013,Toole County MT,,,,,
2013,Toombs County GA,37,,18,,0
2013,Torrance County NM,5,9,21,8,0
2013,Towner County ND,,,,,
2013,Towns County GA,0,,5,,0
2013,Traill County ND,,,,,
2013,Transylvania County NC,6,,14,,0
2013,Traverse County MN,,,,,
2013,Travis County TX,609,369,2762,420,35
2013,Treasure County MT,0,0,0,0,0
2013,Trego County KS,0,0,0,0,0
2013,Trempealeau County WI,0,,,0,0
2013,Treutlen County GA,11,5,5,0,0
2013,Trigg County KY,,,,,
2013,Trimble County KY,,,,,
2013,Trinity County CA,,,,,
2013,Trinity County TX,6,,7,,0
2013,Tripp County SD,,,,,
2013,Troup County GA,43,12,46,,
2013,Trousdale County TN,5,,,,0
2013,Trumbull County OH,48,19,103,,
2013,Tucker County WV,,,,,
2013,Tulare County CA,57,21,184,,
2013,Tulsa County OK,240,113,892,152,18
2013,Tunica County MS,33,5,23,,
2013,Tuolumne County CA,,,,,
2013,Turner County GA,11,,12,,
2013,Turner County SD,,,,,
2013,Tuscaloosa County AL,97,23,229,,
2013,Tuscarawas County OH,,,11,0,0
2013,Tuscola County MI,,0,8,,0
2013,Twiggs County GA,,,7,0,
2013,Twin Falls County ID,,,,,
2013,Tyler County TX,,6,19,,
2013,Tyler County WV,,,8,0,0
2013,Tyrrell County NC,,,,,
2013,Uinta County WY,,,,,
2013,Uintah County UT,,0,9,,0
2013,Ulster County NY,134,193,169,45,11
2013,Umatilla County OR,9,9,26,,
2013,Unicoi County TN,0,,12,,0
2013,Union County AR,55,17,50,,
2013,Union County FL,68,84,159,,
2013,Union County GA,,,8,0,
2013,Union County IA,,,,,
2013,Union County IL,,,,,
2013,Union County IN,,,,,
2013,Union County KY,,,,,
2013,Union County MS,8,,18,,0
2013,Union County NC,60,17,78,,
2013,Union County NJ,817,655,777,86,52
2013,Union County NM,0,,,5,0
2013,Union County OH,31,30,14,,
2013,Union County OR,,,,,
2013,Union County PA,22,32,34,,
2013,Union County SC,17,,23,,
2013,Union County SD,,,,,
2013,Union County TN,,0,,0,0
2013,Union Parish LA,10,,14,,0
2013,Upshur County TX,7,,19,,0
2013,Upshur County WV,,,,,0
2013,Upson County GA,18,7,21,,
2013,Upton County TX,,,,,
2013,Utah County UT,22,15,88,17,8
2013,Uvalde County TX,,,7,,0
2013,Val Verde County TX,8,,17,,0
2013,Valdez-Cordova Census Area AK,,,,,
2013,Valencia County NM,15,11,39,,
2013,Valley County ID,,,,,
2013,Valley County MT,,,,,
2013,Valley County NE,0,0,0,0,0
2013,Van Buren County AR,,,,,
2013,Van Buren County IA,,,,,
2013,Van Buren County MI,13,5,32,,
2013,Van Buren County TN,,,,0,0
2013,Van Wert County OH,,0,5,,0
2013,Van Zandt County TX,6,,14,,0
2013,Vance County NC,84,,61,,9
2013,Vanderburgh County IN,48,18,163,,
2013,Venango County PA,8,,13,,0
2013,Ventura County CA,138,67,593,43,17
2013,Vermilion County IL,,,,,
2013,Vermilion Parish LA,24,,43,,0
2013,Vermillion County IN,,,,0,0
2013,Vernon County MO,,,,,
2013,Vernon County WI,,0,,0,0
2013,Vernon Parish LA,15,,30,,
2013,Victoria County TX,30,12,54,,
2013,Vigo County IN,47,43,94,,
2013,Vilas County WI,,,,,
2013,Vinton County OH,,0,,0,0
2013,Virginia Beach City VA,267,98,576,39,23
2013,Volusia County FL,380,246,721,105,27
2013,Wabash County IL,,,,,
2013,Wabash County IN,5,,,,0
2013,Wabasha County MN,0,0,5,,
2013,Wabaunsee County KS,,,,,
2013,Wadena County MN,,,,,
2013,Wagoner County OK,5,,20,8,
2013,Wahkiakum County WA,,,,,
2013,Wake County NC,748,274,1502,102,34
2013,Wakulla County FL,38,,60,,0
2013,Waldo County ME,,,,,
2013,Walker County AL,22,10,33,,
2013,Walker County GA,8,5,30,,
2013,Walker County TX,105,290,149,139,7
2013,Walla Walla County WA,10,7,13,,
2013,Wallace County KS,0,0,0,0,0
2013,Waller County TX,29,,24,,
2013,Wallowa County OR,,,,,
2013,Walsh County ND,,,,,
2013,Walthall County MS,12,,12,,0
2013,Walton County FL,25,5,33,,
2013,Walton County GA,45,14,34,,
2013,Walworth County SD,,,,,
2013,Walworth County WI,9,5,32,,
2013,Wapello County IA,,,13,,0
2013,Ward County ND,,,,,
2013,Ward County TX,,,,,
2013,Ware County GA,67,12,48,,
2013,Warren County GA,7,,9,,0
2013,Warren County IA,,,,,
2013,Warren County IL,,,,,
2013,Warren County IN,,,,,
2013,Warren County KY,30,10,56,,
2013,Warren County MO,,,6,,0
2013,Warren County MS,64,15,64,,
2013,Warren County NC,21,5,16,,
2013,Warren County NJ,37,35,36,,
2013,Warren County NY,12,,31,,5
2013,Warren County OH,38,18,93,,
2013,Warren County PA,,,6,0,
2013,Warren County TN,10,,19,,0
2013,Warren County VA,11,,21,,
2013,Warrick County IN,,0,14,5,
2013,Wasatch County UT,0,,5,,0
2013,Wasco County OR,0,,16,,0
2013,Waseca County MN,,0,,,0
2013,Washakie County WY,0,0,0,0,0
2013,Washburn County WI,0,,5,,0
2013,Washington County AL,,0,9,,0
2013,Washington County AR,43,30,159,,
2013,Washington County CO,,,,,
2013,Washington County FL,46,38,74,,
2013,Washington County GA,21,6,18,0,0
2013,Washington County IA,,,7,0,
2013,Washington County ID,,,,,
2013,Washington County IL,,,,,
2013,Washington County IN,,0,11,,0
2013,Washington County KS,0,0,0,0,0
2013,Washington County KY,,,,,
2013,Washington County MD,125,121,157,,
2013,Washington County ME,,,,,
2013,Washington County MN,46,12,93,7,6
2013,Washington County MO,6,,15,5,
2013,Washington County MS,74,16,94,7,0
2013,Washington County NC,13,5,13,,
2013,Washington County NE,,,,,
2013,Washington County NY,24,67,63,22,5
2013,Washington County OH,7,,22,,
2013,Washington County OK,,11,20,,0
2013,Washington County OR,106,39,452,47,10
2013,Washington County PA,21,17,63,,
2013,Washington County RI,9,8,34,,
2013,Washington County TN,44,20,107,,
2013,Washington County TX,12,6,15,,
2013,Washington County UT,9,9,40,9,0
2013,Washington County VA,5,,29,,
2013,Washington County VT,5,,25,,
2013,Washington County WI,,0,26,,
2013,Washington Parish LA,67,26,50,,
2013,Washita County OK,,,,,
2013,Washoe County NV,119,100,527,97,7
2013,Washtenaw County MI,104,43,367,29,13
2013,Watauga County NC,5,,18,,0
2013,Watonwan County MN,,,,,
2013,Waukesha County WI,26,,98,,6
2013,Waupaca County WI,5,,6,0,
2013,Waushara County WI,,,6,0,0
2013,Wayne County GA,35,13,24,,
2013,Wayne County IA,,,,,
2013,Wayne County IL,,,,,
2013,Wayne County IN,11,9,43,,
2013,Wayne County KY,,,,,
2013,Wayne County MI,1487,841,3349,292,84
2013,Wayne County MO,,,,,
2013,Wayne County MS,,5,6,,
2013,Wayne County NC,92,49,136,16,6
2013,Wayne County NE,0,0,0,0,0
2013,Wayne County NY,37,26,38,,
2013,Wayne County OH,12,5,34,,
2013,Wayne County PA,11,24,6,8,5
2013,Wayne County TN,5,,,,0
2013,Wayne County UT,,,,,
2013,Wayne County WV,0,0,7,0,0
2013,Waynesboro City VA,5,,16,,
2013,Weakley County TN,,0,8,,0
2013,Webb County TX,97,38,216,,
2013,Weber County UT,20,10,87,,
2013,Webster County GA,,,,,
2013,Webster County IA,,0,11,,0
2013,Webster County KY,,,,,
2013,Webster County MO,,,10,,0
2013,Webster County MS,7,0,,0,
2013,Webster County NE,0,0,0,0,0
2013,Webster County WV,,,,0,
2013,Webster Parish LA,26,9,25,,
2013,Weld County CO,18,11,90,18,5
2013,Wells County IN,,,5,0,
2013,Wells County ND,,,,,
2013,West Baton Rouge Parish LA,49,,24,,0
2013,West Carroll Parish LA,,,,,0
2013,West Feliciana Parish LA,33,32,73,28,0
2013,Westchester County NY,1015,755,925,139,63
2013,Westmoreland County PA,22,17,90,,
2013,Westmoreland County VA,10,,21,,
2013,Weston County WY,,,,,
2013,Wetzel County WV,,,,,
2013,Wexford County MI,,0,7,,0
2013,Wharton County TX,27,8,23,,
2013,Whatcom County WA,33,16,127,24,5
2013,Wheatland County MT,0,0,0,0,0
2013,Wheeler County GA,6,,,0,0
2013,Wheeler County NE,0,0,0,0,0
2013,Wheeler County OR,,,,,
2013,Wheeler County TX,,,,,
2013,White County AR,12,9,32,,
2013,White County GA,,,9,0,0
2013,White County IL,,,,,
2013,White County IN,6,,12,,0
2013,White County TN,,,12,,
2013,White Pine County NV,,,,,0
2013,Whiteside County IL,,,,,
2013,Whitfield County GA,32,9,72,,
2013,Whitley County IN,,0,8,,
2013,Whitley County KY,,,,,
2013,Whitman County WA,6,,,0,
2013,Wibaux County MT,0,0,0,0,0
2013,Wichita County KS,0,0,0,0,0
2013,Wichita County TX,21,24,60,21,0
2013,Wicomico County MD,90,34,76,,
2013,Wilbarger County TX,,,,,
2013,Wilcox County AL,7,,5,,0
2013,Wilcox County GA,10,7,20,,
2013,Wilkes County GA,7,,5,,
2013,Wilkes County NC,16,8,21,,
2013,Wilkin County MN,,,,,
2013,Wilkinson County GA,8,,,,0
2013,Wilkinson County MS,8,,8,,0
2013,Will County IL,109,63,265,30,11
2013,Willacy County TX,28,17,49,,
2013,Williams County ND,,,,,
2013,Williams County OH,5,,16,,0
2013,Williamsburg City VA,5,,17,,
2013,Williamsburg County SC,42,23,38,,
2013,Williamson County IL,,,,,
2013,Williamson County TN,22,9,93,,
2013,Williamson County TX,127,42,349,31,6
2013,Wilson County KS,0,0,0,0,0
2013,Wilson County NC,115,41,93,7,5
2013,Wilson County TN,15,7,65,,
2013,Wilson County TX,7,,22,,0
2013,Winchester City VA,12,9,37,,
2013,Windham County CT,40,61,37,,
2013,Windham County VT,,,,,
2013,Windsor County VT,,,,,
2013,Winkler County TX,,0,,0,0
2013,Winn Parish LA,12,,22,,0
2013,Winnebago County IA,,,,,
2013,Winnebago County IL,,,,,
2013,Winnebago County WI,17,9,39,,
2013,Winneshiek County IA,,,,,
2013,Winona County MN,,,8,0,
2013,Winston County AL,,,5,,0
2013,Winston County MS,13,,10,,0
2013,Wirt County WV,,,,,
2013,Wise County TX,5,,23,,0
2013,Wise County VA,6,,22,,0
2013,Wolfe County KY,,,,,
2013,Wood County OH,15,,38,,
2013,Wood County TX,12,,22,,0
2013,Wood County WI,12,,13,,0
2013,Wood County WV,9,,39,,0
2013,Woodbury County IA,18,5,51,,
2013,Woodford County IL,,,,,
2013,Woodford County KY,,,,,
2013,Woodruff County AR,,,,0,0
2013,Woods County OK,,,,,
2013,Woodson County KS,0,0,0,0,0
2013,Woodward County OK,,,8,,0
2013,Worcester County MA,511,574,513,93,53
2013,Worcester County MD,,,,,
2013,Worth County GA,21,,22,0,
2013,Worth County IA,,,,,
2013,Worth County MO,0,0,0,0,0
2013,Wrangell City and Borough AK,,,,,
2013,Wright County IA,,,,,
2013,Wright County MN,7,,21,,
2013,Wright County MO,,,,0,0
2013,Wyandot County OH,0,0,,,0
2013,Wyandotte County KS,92,24,188,,
2013,Wyoming County NY,20,99,46,,
2013,Wyoming County PA,,6,7,,0
2013,Wyoming County WV,,,,0,0
2013,Wythe County VA,11,,13,,0
2013,Yadkin County NC,5,,11,0,
2013,Yakima County WA,37,25,98,,
2013,Yakutat City and Borough AK,,,,,
2013,Yalobusha County MS,8,,12,,0
2013,Yamhill County OR,11,,36,,0
2013,Yancey County NC,,,,0,0
2013,Yankton County SD,,,,,
2013,Yates County NY,,,,,
2013,Yavapai County AZ,31,32,133,,
2013,Yazoo County MS,40,8,44,,
2013,Yell County AR,,,11,,0
2013,Yellow Medicine County MN,,,,,
2013,Yellowstone County MT,25,14,73,,
2013,Yoakum County TX,,,,,0
2013,Yolo County CA,29,22,114,21,0
2013,York County ME,,,,,
2013,York County NE,,,,,0
2013,York County PA,255,178,232,21,15
2013,York County SC,47,26,97,8,5
2013,York County VA,13,5,23,0,0
2013,Young County TX,,0,,0,0
2013,Yuba County CA,12,7,20,,
2013,Yukon-Koyukuk Census Area AK,,,,,
2013,Yuma County AZ,36,25,118,,
2013,Yuma County CO,,,5,0,0
2013,Zapata County TX,,,5,0,0
2013,Zavala County TX,,,,,0
2013,Ziebach County SD,,,,,
2014,Abbeville County SC,9,,10,,
2014,Acadia Parish LA,30,12,55,,
2014,Accomack County VA,46,,37,,0
2014,Ada County ID,,,,,
2014,Adair County IA,,,6,,0
2014,Adair County KY,,,,,
2014,Adair County MO,5,,28,,0
2014,Adair County OK,,,5,,0
2014,Adams County CO,161,70,528,80,15
2014,Adams County IA,0,0,0,0,0
2014,Adams County ID,,,,,
2014,Adams County IL,,,,,
2014,Adams County IN,,0,5,,0
2014,Adams County MS,33,,45,,0
2014,Adams County ND,,,,,
2014,Adams County NE,,0,6,,0
2014,Adams County OH,,,12,,0
2014,Adams County PA,35,14,46,,
2014,Adams County WA,,,8,0,0
2014,Adams County WI,,5,11,,0
2014,Addison County VT,,,,,
2014,Aiken County SC,120,26,135,13,5
2014,Aitkin County MN,,0,,,0
2014,Alachua County FL,339,97,409,68,16
2014,Alamance County NC,116,49,168,,
2014,Alameda County CA,1061,454,3595,366,55
2014,Alamosa County CO,,,6,0,0
2014,Albany County NY,241,189,327,71,26
2014,Albany County WY,9,,8,,0
2014,Albemarle County VA,33,10,76,,
2014,Alcona County MI,,,,,
2014,Alcorn County MS,10,,18,,0
2014,Aleutians East Borough AK,,,,,
2014,Aleutians West Census Area AK,,,,,
2014,Alexander County IL,,,,,
2014,Alexander County NC,11,10,31,5,0
2014,Alexandria City VA,228,66,353,,
2014,Alfalfa County OK,,,,6,0
2014,Alger County MI,,,,0,0
2014,Allamakee County IA,,0,,,0
2014,Allegan County MI,,,66,,
2014,Allegany County MD,30,41,39,,
2014,Allegany County NY,6,,19,,
2014,Alleghany County NC,,,,,0
2014,Alleghany County VA,5,,10,,0
2014,Allegheny County PA,605,232,1496,115,26
2014,Allen County IN,106,30,321,,
2014,Allen County KS,,,5,,0
2014,Allen County KY,,,,,
2014,Allen County OH,47,20,79,,
2014,Allen Parish LA,63,55,80,,
2014,Allendale County SC,8,,7,,0
2014,Alpena County MI,0,,10,,0
2014,Alpine County CA,,,,,
2014,Amador County CA,,,,,
2014,Amelia County VA,6,,5,0,
2014,Amherst County VA,17,,18,,
2014,Amite County MS,11,,11,,0
2014,Anchorage Municipality AK,,,,,
2014,Anderson County KS,,0,,,0
2014,Anderson County KY,,,,,
2014,Anderson County SC,39,13,75,,
2014,Anderson County TN,17,7,63,,
2014,Anderson County TX,66,102,135,,
2014,Andrew County MO,,,,,0
2014,Andrews County TX,,0,8,,0
2014,Androscoggin County ME,,,,,
2014,Angelina County TX,62,25,44,,
2014,Anne Arundel County MD,422,247,485,48,34
2014,Anoka County MN,116,28,175,19,8
2014,Anson County NC,21,13,38,6,0
2014,Antelope County NE,0,0,0,0,0
2014,Antrim County MI,,,7,,0
2014,Apache County AZ,18,13,43,,
2014,Appanoose County IA,,,,0,0
2014,Appling County GA,13,,7,,0
2014,Appomattox County VA,11,,14,,0
2014,Aransas County TX,7,,12,,0
2014,Arapahoe County CO,256,66,757,89,11
2014,Archer County TX,,,,,
2014,Archuleta County CO,,0,8,,0
2014,Arenac County MI,0,0,5,0,0
2014,Arkansas County AR,9,,15,,
2014,Arlington County VA,154,58,498,41,8
2014,Armstrong County PA,6,,20,,
2014,Armstrong County TX,,,,,
2014,Aroostook County ME,,,,,
2014,Arthur County NE,0,0,0,0,0
2014,Ascension Parish LA,93,28,98,,
2014,Ashe County NC,,0,9,,0
2014,Ashland County OH,,,12,0,0
2014,Ashland County WI,,,,,0
2014,Ashley County AR,5,,9,,0
2014,Ashtabula County OH,37,8,36,,
2014,Asotin County WA,,,12,,0
2014,Assumption Parish LA,10,,8,,
2014,Atascosa County TX,5,,25,,0
2014,Atchison County KS,,,,,0
2014,Atchison County MO,,,,,
2014,Athens County OH,7,,31,,0
2014,Atkinson County GA,11,,,0,0
2014,Atlantic County NJ,363,386,426,77,23
2014,Atoka County OK,,,,,0
2014,Attala County MS,13,5,22,,
2014,Audrain County MO,15,6,8,0,0
2014,Audubon County IA,,,,0,0
2014,Auglaize County OH,,,10,0,
2014,Augusta County VA,9,13,26,5,0
2014,Aurora County SD,,,,,
2014,Austin County TX,13,7,27,,
2014,Autauga County AL,25,11,48,5,0
2014,Avery County NC,6,,7,,0
2014,Avoyelles Parish LA,52,33,70,,
2014,Baca County CO,,,,,
2014,Bacon County GA,14,,19,,0
2014,Bailey County TX,,,,,
2014,Baker County FL,37,17,37,8,0
2014,Baker County GA,,,,0,0
2014,Baker County OR,,,,,
2014,Baldwin County AL,88,23,140,11,5
2014,Baldwin County GA,38,16,55,,
2014,Ballard County KY,,,,,
2014,Baltimore City MD,3055,3784,2867,619,152
2014,Baltimore County MD,1226,675,1146,113,80
2014,Bamberg County SC,19,,18,,0
2014,Bandera County TX,,,17,,0
2014,Banks County GA,11,,5,,0
2014,Banner County NE,0,0,0,0,0
2014,Bannock County ID,,,,,
2014,Baraga County MI,0,,,,0
2014,Barber County KS,,,,,
2014,Barbour County AL,49,,33,,0
2014,Barbour County WV,7,,8,0,
2014,Barnes County ND,,,,,
2014,Barnstable County MA,,,,,
2014,Barnwell County SC,28,,18,,0
2014,Barren County KY,,,,,
2014,Barron County WI,7,,13,,0
2014,Barrow County GA,24,10,41,,
2014,Barry County MI,,,13,,
2014,Barry County MO,,,19,,
2014,Bartholomew County IN,12,5,32,,
2014,Barton County KS,,0,9,,0
2014,Barton County MO,0,,5,,0
2014,Bartow County GA,45,19,73,,
2014,Bastrop County TX,35,22,80,,
2014,Bates County MO,,,11,,
2014,Bath County KY,,,,,
2014,Bath County VA,,,,,
2014,Baxter County AR,6,,17,,0
2014,Bay County FL,150,39,207,32,6
2014,Bay County MI,13,,51,5,
2014,Bayfield County WI,,,5,0,0
2014,Baylor County TX,,,,,
2014,Beadle County SD,,,,,
2014,Bear Lake County ID,,,,,
2014,Beaufort County NC,32,12,43,,
2014,Beaufort County SC,65,25,96,5,5
2014,Beauregard Parish LA,14,5,16,,
2014,Beaver County OK,0,0,0,0,0
2014,Beaver County PA,22,13,60,,
2014,Beaver County UT,,,,,
2014,Beaverhead County MT,0,0,0,0,0
2014,Becker County MN,,,7,0,0
2014,Beckham County OK,,,8,0,
2014,Bedford County PA,,,19,,0
2014,Bedford County TN,10,,34,,0
2014,Bedford County VA,17,5,31,,
2014,Bee County TX,26,58,62,30,0
2014,Belknap County NH,,,,,
2014,Bell County KY,,,,,
2014,Bell County TX,162,72,293,44,10
2014,Belmont County OH,9,,36,7,
2014,Beltrami County MN,,,8,,
2014,Ben Hill County GA,26,,16,,
2014,Benewah County ID,,,,,
2014,Bennett County SD,,,,,
2014,Bennington County VT,,,,,
2014,Benson County ND,,,,,
2014,Bent County CO,,,,,
2014,Benton County AR,45,17,154,19,6
2014,Benton County IA,7,,13,,0
2014,Benton County IN,,,,,
2014,Benton County MN,7,,9,,
2014,Benton County MO,,6,20,,0
2014,Benton County MS,,,8,,
2014,Benton County OR,6,,36,,
2014,Benton County TN,6,,,,0
2014,Benton County WA,21,8,57,,
2014,Benzie County MI,0,,,0,
2014,Bergen County NJ,438,313,797,56,41
2014,Berkeley County SC,90,29,155,,
2014,Berkeley County WV,31,27,55,,
2014,Berks County PA,280,252,227,44,18
2014,Berkshire County MA,,,,,
2014,Bernalillo County NM,138,92,898,133,11
2014,Berrien County GA,22,,20,,0
2014,Berrien County MI,93,19,103,8,5
2014,Bertie County NC,20,9,33,,
