Full Name,F Diag 08,F Diag Rate 08,M Diag 08,M Diag Rate 08,F Diag 09,F Diag Rate 09,M Diag 09,M Diag Rate 09,F Diag 10,F Diag Rate 10,M Diag 10,M Diag Rate 10,F Diag 11,F Diag Rate 11,M Diag 11,M Diag Rate 11,F Diag 12,F Diag Rate 12,M Diag 12,M Diag Rate 12,F Diag 13,F Diag Rate 13,M Diag 13,M Diag Rate 13,F Diag 14,F Diag Rate 14,M Diag 14,M Diag Rate 14,F Diag 15,F Diag Rate 15,M Diag 15,M Diag Rate 15,F Diag 16,F Diag Rate 16,M Diag 16,M Diag Rate 16,F Diag 17,F Diag Rate 17,M Diag 17,M Diag Rate 17,F Diag 18,F Diag Rate 18,M Diag 18,M Diag Rate 18
Lee County GA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Lee County IA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Lee County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County MS,,,,,,,,,,,,,,,,,0,0,7,21.7,,,,,0,0,11,33.8,5,13.7,9,27.5,,,,,,,,,,,,
Lee County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County SC,,,,,,,,,5,64.3,7,83.1,0,0,6,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County TX,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Lee County VA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Leelanau County MI,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Leflore County MS,5,33.9,5,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lehigh County PA,19,12.9,36,26.3,11,7.4,32,23.1,9,5.9,27,19.3,12,7.8,35,24.7,12,7.8,27,18.9,10,6.5,29,20.2,14,9,24,16.6,6,3.8,21,14.4,17,10.8,23,15.7,5,3.2,25,16.9,11,6.9,24,16
Lemhi County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenawee County MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenoir County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon County FL,26,21.8,49,45.7,28,23.4,60,55.8,12,9.6,58,52.1,10,7.9,57,50.6,15,11.6,62,53.7,18,14,73,63.7,16,12.3,53,45.9,11,8.4,60,51.6,8,6.1,51,43.7,13,9.7,48,40.6,6,4.5,73,61.5
Leon County TX,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Leslie County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letcher County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levy County FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,30,,,,,,,,
Lewis And Clark County MT,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Lewis County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis County MO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Lewis County NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County WA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Lewis County WV,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Lexington City VA,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lexington County SC,13,12.2,21,21.3,9,8.3,22,21.7,7,6.2,32,30.4,7,6.2,32,30,6,5.2,19,17.6,5,4.3,29,26.5,,,,,5,4.1,24,21.2,7,5.7,25,21.7,9,7.2,34,29.1,6,4.7,28,23.5
Liberty County FL,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,
Liberty County GA,5,21.6,7,33,,,,,8,32,5,21.4,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,24.5,6,25.3,11,45.5
Liberty County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberty County TX,27,85.9,8,27,,,,,21,65.9,6,19.8,,,,,,,,,,,,,,,,,5,15,5,15.7,,,,,,,,,6,16.9,6,17.5
Licking County OH,,,,,,,,,,,,,0,0,5,7.5,,,,,0,0,6,8.8,,,,,,,,,,,,,0,0,6,8.5,0,0,10,14
Limestone County AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,18.2,0,0,5,12.8,,,,,,,,
Limestone County TX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County AR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
Lincoln County CO,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County GA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lincoln County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lincoln County MO,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0
Lincoln County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County MT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County NC,,,,,,,,,,,,,,,,,,,,,0,0,5,15.2,0,0,0,0,,,,,,,,,,,,,,,,
Lincoln County NE,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County NM,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,
Lincoln County NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County OK,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lincoln County OR,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Lincoln County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County TN,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln County WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Lincoln County WI,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County WV,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Lincoln County WY,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln Parish LA,,,,,,,,,,,,,0,0,6,31,0,0,7,36.1,,,,,,,,,,,,,0,0,5,25.5,,,,,,,,
Linn County IA,,,,,0,0,7,8.3,,,,,,,,,,,,,5,5.5,14,15.9,,,,,,,,,8,8.5,12,13.3,0,0,9,9.9,,,,
Linn County KS,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Linn County MO,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Linn County OR,,,,,,,,,,,,,,,,,,,,,0,0,5,10.4,0,0,6,12.3,,,,,0,0,7,13.9,,,,,,,,
Lipscomb County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litchfield County CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,15.3,,,,,,,,
Little River County AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Oak County TX,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Livingston County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston County MI,,,,,,,,,,,,,,,,,,,,,0,0,6,7.8,,,,,0,0,7,8.8,,,,,,,,,,,,
Livingston County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0
Livingston County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingston Parish LA,,,,,9,17.9,11,22.7,5,9.5,7,13.9,,,,,5,9.2,10,19.2,,,,,,,,,6,10.5,7,12.8,,,,,,,,,,,,
Llano County TX,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Logan County AR,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Logan County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan County OH,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Logan County OK,,,,,0,0,8,49.9,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Logan County WV,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Long County GA,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Lonoke County AR,,,,,,,,,0,0,5,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorain County OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,9.5,,,,,,,,
Los Alamos County NM,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Los Angeles County CA,279,6.9,2108,53.6,259,6.3,1922,48.5,248,6,1945,48.8,207,4.9,1825,45.5,205,4.8,1843,45.5,205,4.8,1601,39.2,231,5.4,1877,45.6,209,4.8,1856,44.8,211,4.9,1786,42.9,170,3.9,1550,37.2,159,3.7,1377,33
Loudon County TN,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Loudoun County VA,,,,,,,,,8,6.4,10,8.4,,,,,,,,,,,,,,,,,6,4,15,10.4,,,,,,,,,,,,
Louisa County IA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
Louisa County VA,0,0,0,0,0,0,5,36.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0
Loup County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love County OK,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Loving County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowndes County AL,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Lowndes County GA,14,32.1,10,23.9,14,31.6,14,32.8,22,47.5,19,43.8,5,10.7,19,42.8,10,20.8,15,32.8,10,21,11,24.3,9,18.7,20,44.1,13,27,25,55.3,9,18.5,24,52.7,15,30.5,26,56.7,16,32.1,14,30.5
Lowndes County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,30.7
Lubbock County TX,6,5.4,9,8.5,7,6.2,20,18.7,7,6,14,12.4,,,,,,,,,5,4.1,24,20.5,,,,,,,,,10,7.9,31,25.4,,,,,,,,
Lucas County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Lucas County OH,13,6.5,35,19,8,4,28,15.2,7,3.7,21,12,10,5.3,30,17.2,8,4.2,34,19.5,,,,,5,2.7,39,22.5,5,2.7,23,13.3,,,,,5,2.7,36,20.9,6,3.2,40,23.3
Luce County MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumpkin County GA,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0
Luna County NM,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Lunenburg County VA,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Luzerne County PA,,,,,9,6.5,14,10.7,5,3.5,16,11.9,6,4.2,13,9.7,,,,,7,5,7,5.2,7,5,9,6.7,6,4.3,21,15.6,,,,,,,,,7,5,14,10.4
Lycoming County PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,12.5,,,,,,,,,,,,
Lyman County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynchburg City VA,,,,,,,,,6,17.2,5,16.7,,,,,,,,,5,13.9,7,22.7,,,,,,,,,0,0,8,25.3,,,,,,,,
Lynn County TX,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Lyon County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon County KS,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Lyon County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyon County MN,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Lyon County NV,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Mackinac County MI,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Macomb County MI,9,2.5,36,10.6,6,1.7,45,13.3,,,,,13,3.5,37,10.8,11,3,48,13.9,6,1.6,46,13.2,14,3.7,37,10.5,8,2.1,55,15.5,6,1.6,50,14,11,2.9,59,16.5,17,4.4,60,16.7
Macon County AL,,,,,0,0,8,94.5,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Macon County GA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Macon County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macon County MO,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon County NC,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Macon County TN,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Macoupin County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera County CA,,,,,9,14.6,8,14.4,6,9.5,6,10.5,8,12.6,9,15.7,5,8,6,10.4,0,0,7,12.1,,,,,,,,,,,,,,,,,,,,
Madison County AL,8,5.8,39,30.3,5,3.6,33,25.1,,,,,,,,,,,,,8,5.3,32,22.6,8,5.3,31,21.7,9,5.9,35,24.3,,,,,9,5.7,30,20.3,8,5,24,16
Madison County AR,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Madison County FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County GA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,
Madison County IA,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Madison County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,12.8
Madison County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County MO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Madison County MS,,,,,,,,,0,0,5,13.8,,,,,,,,,5,11.7,10,26.1,,,,,,,,,,,,,,,,,,,,
Madison County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Madison County NE,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Madison County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County OH,,,,,0,0,5,25,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
Madison County TN,,,,,6,14.3,12,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County TX,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Madison County VA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Parish LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magoffin County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahaska County IA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Mahnomen County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoning County OH,8,7.5,13,13.5,7,6.6,19,19.9,,,,,7,6.7,22,22.6,5,4.8,17,17.5,6,5.8,12,12.4,,,,,,,,,,,,,,,,,,,,
Major County OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malheur County OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
Manassas City VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manassas Park City VA,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,
Manatee County FL,16,11.6,27,20.7,16,11.5,29,22.1,13,9,28,21.2,12,8.2,26,19.4,10,6.7,28,20.4,10,6.5,19,13.5,15,9.5,40,27.6,8,4.9,27,18,9,5.3,21,13.5,9,5.2,36,22.4,10,5.6,29,17.6
Manistee County MI,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Manitowoc County WI,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Marathon County WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marengo County AL,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Maricopa County AZ,65,4.1,432,27.3,54,3.4,390,24.2,38,2.4,375,24.7,58,3.6,353,22.9,64,3.9,407,25.8,60,3.6,409,25.4,86,5,464,28.2,66,3.8,437,25.9,74,4.1,445,25.8,68,3.7,426,24.2,76,4.1,490,27.3
Maries County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Marin County CA,5,4.7,44,41.7,,,,,,,,,,,,,,,,,0,0,13,12.2,6,5.2,19,17.6,,,,,5,4.3,23,21.3,,,,,,,,
Marinette County WI,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0
Marion County AL,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Marion County AR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Marion County FL,22,15.1,38,28.1,16,11,26,19.2,21,14,20,14.7,17,11.3,30,22,10,6.6,29,21.1,11,7.2,28,20.3,10,6.5,28,20.1,14,9,30,21.3,12,7.6,31,21.6,17,10.6,27,18.5,18,11,25,16.9
Marion County GA,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
Marion County IA,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Marion County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion County IN,37,9.9,171,50,43,11.4,152,44.1,45,11.6,165,47,40,10.3,157,44.5,37,9.4,163,45.7,43,10.8,176,48.9,44,11,178,49.1,29,7.2,160,43.9,41,10.1,157,42.9,43,10.6,184,50,52,12.7,153,41.2
Marion County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion County MO,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Marion County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion County OH,,,,,,,,,,,,,,,,,0,0,5,16.7,0,0,6,20.1,,,,,,,,,,,,,,,,,,,,
Marion County OR,,,,,,,,,,,,,,,,,0,0,18,14,,,,,0,0,19,14.5,,,,,,,,,,,,,,,,
Marion County SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,51.2,,,,
Marion County TN,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Marion County TX,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
Marion County WV,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Mariposa County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
