Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2016,"Hudspeth County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Huerfano County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2016,"Hughes County, OK",Data suppressed,Data suppressed,5,Data suppressed,0
2016,"Hughes County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Humboldt County, CA",37,34,91,38,6
2016,"Humboldt County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Humboldt County, NV",0,Data suppressed,5,Data suppressed,0
2016,"Humphreys County, MS",9,Data suppressed,15,Data suppressed,0
2016,"Humphreys County, TN",Data suppressed,Data suppressed,9,0,0
2016,"Hunt County, TX",22,19,56,9,0
2016,"Hunterdon County, NJ",32,56,72,Data suppressed,Data suppressed
2016,"Huntingdon County, PA",Data suppressed,6,6,Data suppressed,Data suppressed
2016,"Huntington County, IN",8,Data suppressed,14,Data suppressed,0
2016,"Huron County, MI",Data suppressed,0,5,Data suppressed,0
2016,"Huron County, OH",13,Data suppressed,17,Data suppressed,0
2016,"Hutchinson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Hutchinson County, TX",Data suppressed,Data suppressed,9,Data suppressed,0
2016,"Hyde County, NC",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Hyde County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Iberia Parish, LA",41,Data suppressed,67,Data suppressed,0
2016,"Iberville Parish, LA",111,67,83,Data suppressed,Data suppressed
2016,"Ida County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Idaho County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Imperial County, CA",49,35,176,Data suppressed,Data suppressed
2016,"Independence County, AR",7,Data suppressed,19,Data suppressed,0
2016,"Indian River County, FL",154,41,143,15,12
2016,"Indiana County, PA",Data suppressed,Data suppressed,7,0,Data suppressed
2016,"Ingham County, MI",92,36,252,27,12
2016,"Inyo County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Ionia County, MI",13,Data suppressed,34,8,Data suppressed
2016,"Iosco County, MI",Data suppressed,0,8,Data suppressed,0
2016,"Iowa County, IA",Data suppressed,0,6,Data suppressed,0
2016,"Iowa County, WI",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Iredell County, NC",44,16,98,Data suppressed,Data suppressed
2016,"Irion County, TX",0,0,Data suppressed,Data suppressed,Data suppressed
2016,"Iron County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Iron County, MO",Data suppressed,0,5,Data suppressed,0
2016,"Iron County, UT",Data suppressed,0,6,Data suppressed,0
2016,"Iron County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Iroquois County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Irwin County, GA",18,Data suppressed,21,Data suppressed,0
2016,"Isabella County, MI",8,6,26,Data suppressed,Data suppressed
2016,"Isanti County, MN",6,Data suppressed,12,Data suppressed,Data suppressed
2016,"Island County, WA",13,6,57,5,0
2016,"Isle Of Wight County, VA",17,Data suppressed,40,Data suppressed,Data suppressed
2016,"Issaquena County, MS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Itasca County, MN",7,Data suppressed,9,Data suppressed,0
2016,"Itawamba County, MS",10,Data suppressed,17,Data suppressed,0
2016,"Izard County, AR",Data suppressed,Data suppressed,7,Data suppressed,0
2016,"Jack County, TX",Data suppressed,Data suppressed,7,Data suppressed,0
2016,"Jackson County, AL",9,Data suppressed,22,Data suppressed,0
2016,"Jackson County, AR",11,Data suppressed,14,Data suppressed,0
2016,"Jackson County, CO",0,0,0,0,0
2016,"Jackson County, FL",140,85,174,38,5
2016,"Jackson County, GA",15,7,24,Data suppressed,Data suppressed
2016,"Jackson County, IA",0,Data suppressed,6,Data suppressed,0
2016,"Jackson County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jackson County, IN",9,21,26,0,0
2016,"Jackson County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jackson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jackson County, MI",48,26,123,20,5
2016,"Jackson County, MN",5,0,8,0,0
2016,"Jackson County, MO",403,180,"1,942",180,19
2016,"Jackson County, MS",66,23,137,19,7
2016,"Jackson County, NC",6,Data suppressed,15,Data suppressed,0
2016,"Jackson County, OH",Data suppressed,0,17,Data suppressed,Data suppressed
2016,"Jackson County, OK",Data suppressed,Data suppressed,7,0,0
2016,"Jackson County, OR",43,41,130,29,6
2016,"Jackson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jackson County, TN",Data suppressed,0,7,Data suppressed,0
2016,"Jackson County, TX",6,Data suppressed,7,Data suppressed,0
2016,"Jackson County, WI",Data suppressed,Data suppressed,5,Data suppressed,0
2016,"Jackson County, WV",Data suppressed,0,6,Data suppressed,0
2016,"Jackson Parish, LA",11,Data suppressed,7,Data suppressed,0
2016,"James City County, VA",14,Data suppressed,37,Data suppressed,0
2016,"Jasper County, GA",9,Data suppressed,11,Data suppressed,0
2016,"Jasper County, IA",9,Data suppressed,12,Data suppressed,0
2016,"Jasper County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jasper County, IN",5,Data suppressed,13,Data suppressed,Data suppressed
2016,"Jasper County, MO",34,17,99,Data suppressed,Data suppressed
2016,"Jasper County, MS",11,Data suppressed,24,Data suppressed,0
2016,"Jasper County, SC",37,13,30,Data suppressed,Data suppressed
2016,"Jasper County, TX",15,7,17,Data suppressed,Data suppressed
2016,"Jay County, IN",Data suppressed,Data suppressed,9,0,Data suppressed
2016,"Jeff Davis County, GA",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2016,"Jeff Davis County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, AL",975,245,"2,021",125,35
2016,"Jefferson County, AR",84,34,141,Data suppressed,Data suppressed
2016,"Jefferson County, CO",91,70,523,102,7
2016,"Jefferson County, FL",35,12,48,Data suppressed,Data suppressed
2016,"Jefferson County, GA",24,Data suppressed,22,0,Data suppressed
2016,"Jefferson County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, IN",7,Data suppressed,11,Data suppressed,0
2016,"Jefferson County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, KY",583,257,"1,762",138,23
2016,"Jefferson County, MO",28,14,122,Data suppressed,Data suppressed
2016,"Jefferson County, MS",8,Data suppressed,13,Data suppressed,0
2016,"Jefferson County, MT",0,Data suppressed,Data suppressed,0,Data suppressed
2016,"Jefferson County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, NY",49,87,92,Data suppressed,Data suppressed
2016,"Jefferson County, OH",16,Data suppressed,21,Data suppressed,Data suppressed
2016,"Jefferson County, OK",0,Data suppressed,Data suppressed,0,0
2016,"Jefferson County, OR",Data suppressed,8,8,Data suppressed,0
2016,"Jefferson County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jefferson County, TN",12,Data suppressed,33,Data suppressed,0
2016,"Jefferson County, TX",377,215,504,151,21
2016,"Jefferson County, WA",5,Data suppressed,20,Data suppressed,0
2016,"Jefferson County, WI",Data suppressed,Data suppressed,18,Data suppressed,Data suppressed
2016,"Jefferson County, WV",5,5,30,Data suppressed,Data suppressed
2016,"Jefferson Davis County, MS",12,Data suppressed,7,Data suppressed,Data suppressed
2016,"Jefferson Davis Parish, LA",27,Data suppressed,28,Data suppressed,0
2016,"Jefferson Parish, LA",684,138,915,72,24
2016,"Jenkins County, GA",14,6,12,Data suppressed,Data suppressed
2016,"Jennings County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2016,"Jerauld County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jerome County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jersey County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jessamine County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jewell County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jim Hogg County, TX",Data suppressed,0,Data suppressed,0,0
2016,"Jim Wells County, TX",Data suppressed,Data suppressed,19,Data suppressed,Data suppressed
2016,"Jo Daviess County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Johnson County, AR",Data suppressed,Data suppressed,8,Data suppressed,0
2016,"Johnson County, GA",10,Data suppressed,11,Data suppressed,0
2016,"Johnson County, IA",35,7,107,19,0
2016,"Johnson County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Johnson County, IN",34,10,114,Data suppressed,Data suppressed
2016,"Johnson County, KS",138,32,399,32,11
2016,"Johnson County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Johnson County, MO",13,5,21,Data suppressed,Data suppressed
2016,"Johnson County, NE",0,0,0,0,0
2016,"Johnson County, TN",Data suppressed,Data suppressed,12,0,Data suppressed
2016,"Johnson County, TX",59,37,116,Data suppressed,Data suppressed
2016,"Johnson County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Johnston County, NC",136,51,174,Data suppressed,Data suppressed
2016,"Johnston County, OK",Data suppressed,Data suppressed,5,Data suppressed,0
2016,"Jones County, GA",7,Data suppressed,14,Data suppressed,0
2016,"Jones County, IA",6,Data suppressed,8,Data suppressed,0
2016,"Jones County, MS",52,13,74,Data suppressed,Data suppressed
2016,"Jones County, NC",6,0,7,0,0
2016,"Jones County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Jones County, TX",5,10,13,5,0
2016,"Josephine County, OR",12,16,39,10,0
2016,"Juab County, UT",Data suppressed,0,Data suppressed,0,Data suppressed
2016,"Judith Basin County, MT",0,0,0,0,0
2016,"Juneau City and Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Juneau County, WI",Data suppressed,Data suppressed,10,5,Data suppressed
2016,"Juniata County, PA",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Kalamazoo County, MI",73,34,218,Data suppressed,Data suppressed
2016,"Kalawao County, HI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kalkaska County, MI",Data suppressed,0,6,Data suppressed,0
2016,"Kanabec County, MN",0,Data suppressed,6,Data suppressed,0
2016,"Kanawha County, WV",55,29,208,Data suppressed,Data suppressed
2016,"Kandiyohi County, MN",12,Data suppressed,12,Data suppressed,Data suppressed
2016,"Kane County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kane County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kankakee County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Karnes County, TX",Data suppressed,6,15,Data suppressed,0
2016,"Kauai County, HI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kaufman County, TX",57,14,108,Data suppressed,Data suppressed
2016,"Kay County, OK",7,Data suppressed,16,5,Data suppressed
2016,"Kearney County, NE",0,0,0,0,0
2016,"Kearny County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Keith County, NE",0,0,0,0,0
2016,"Kemper County, MS",Data suppressed,0,7,Data suppressed,0
2016,"Kenai Peninsula Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kendall County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kendall County, TX",6,Data suppressed,34,Data suppressed,Data suppressed
2016,"Kenedy County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kennebec County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kenosha County, WI",38,20,118,Data suppressed,Data suppressed
2016,"Kent County, DE",167,66,150,19,15
2016,"Kent County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kent County, MI",241,63,577,56,17
2016,"Kent County, RI",23,15,64,Data suppressed,Data suppressed
2016,"Kent County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kenton County, KY",49,22,181,Data suppressed,Data suppressed
2016,"Keokuk County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kern County, CA",260,285,727,177,14
2016,"Kerr County, TX",6,6,34,7,0
2016,"Kershaw County, SC",74,13,68,Data suppressed,Data suppressed
2016,"Ketchikan Gateway Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kewaunee County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2016,"Keweenaw County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Keya Paha County, NE",0,0,0,0,0
2016,"Kidder County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kimball County, NE",0,0,0,0,0
2016,"Kimble County, TX",0,0,0,0,0
2016,"King And Queen County, VA",8,0,6,0,0
2016,"King County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"King County, WA",855,353,"4,803",664,73
2016,"King George County, VA",9,6,17,Data suppressed,Data suppressed
2016,"King William County, VA",7,Data suppressed,Data suppressed,0,0
2016,"Kingfisher County, OK",0,Data suppressed,9,Data suppressed,0
2016,"Kingman County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kings County, CA",39,21,79,Data suppressed,Data suppressed
2016,"Kings County, NY","8,325","5,779","10,458",991,653
2016,"Kingsbury County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kinney County, TX",Data suppressed,0,5,Data suppressed,0
2016,"Kiowa County, CO",0,0,0,0,0
2016,"Kiowa County, KS",0,0,0,0,0
2016,"Kiowa County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kit Carson County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kitsap County, WA",26,28,202,Data suppressed,Data suppressed
2016,"Kittitas County, WA",7,Data suppressed,17,Data suppressed,0
2016,"Kittson County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Klamath County, OR",Data suppressed,Data suppressed,18,5,0
2016,"Kleberg County, TX",8,Data suppressed,19,Data suppressed,0
2016,"Klickitat County, WA",Data suppressed,0,6,Data suppressed,Data suppressed
2016,"Knott County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, IN",6,5,11,Data suppressed,Data suppressed
2016,"Knox County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Knox County, OH",Data suppressed,Data suppressed,21,0,0
2016,"Knox County, TN",195,80,555,40,10
2016,"Knox County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kodiak Island Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Koochiching County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kootenai County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kosciusko County, IN",9,Data suppressed,22,Data suppressed,0
2016,"Kossuth County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Kusilvak Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"La Crosse County, WI",21,12,59,Data suppressed,Data suppressed
2016,"La Paz County, AZ",Data suppressed,6,13,Data suppressed,0
2016,"La Plata County, CO",5,6,26,Data suppressed,Data suppressed
2016,"La Salle County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2016,"Labette County, KS",Data suppressed,Data suppressed,7,5,0
2016,"Lac Qui Parle County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lackawanna County, PA",40,25,55,Data suppressed,Data suppressed
2016,"Laclede County, MO",Data suppressed,Data suppressed,9,Data suppressed,0
2016,"Lafayette County, AR",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Lafayette County, FL",Data suppressed,Data suppressed,6,0,0
2016,"Lafayette County, MO",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2016,"Lafayette County, MS",23,5,58,Data suppressed,Data suppressed
2016,"Lafayette County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lafayette Parish, LA",206,81,394,45,11
2016,"Lafourche Parish, LA",50,17,79,7,0
2016,"Lagrange County, IN",Data suppressed,0,6,Data suppressed,0
2016,"Lake County, CA",22,20,81,Data suppressed,Data suppressed
2016,"Lake County, CO",Data suppressed,0,Data suppressed,Data suppressed,0
2016,"Lake County, FL",268,87,439,47,16
2016,"Lake County, IL",222,74,411,35,9
2016,"Lake County, IN",269,110,528,48,17
2016,"Lake County, MI",Data suppressed,Data suppressed,5,0,0
2016,"Lake County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lake County, MT",6,Data suppressed,6,Data suppressed,Data suppressed
2016,"Lake County, OH",36,13,106,Data suppressed,Data suppressed
2016,"Lake County, OR",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Lake County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lake County, TN",7,Data suppressed,11,Data suppressed,0
2016,"Lake Of The Woods County, MN",0,0,0,0,0
2016,"Lake and Peninsula Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lamar County, AL",7,Data suppressed,7,0,Data suppressed
2016,"Lamar County, GA",12,Data suppressed,23,Data suppressed,0
2016,"Lamar County, MS",12,7,22,Data suppressed,Data suppressed
2016,"Lamar County, TX",27,Data suppressed,24,Data suppressed,0
2016,"Lamb County, TX",Data suppressed,Data suppressed,9,7,0
2016,"Lamoille County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lamoure County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lampasas County, TX",Data suppressed,Data suppressed,8,Data suppressed,0
2016,"Lancaster County, NE",31,6,48,Data suppressed,Data suppressed
2016,"Lancaster County, PA",56,31,75,6,6
2016,"Lancaster County, SC",56,18,71,Data suppressed,Data suppressed
2016,"Lancaster County, VA",8,Data suppressed,13,Data suppressed,Data suppressed
2016,"Lander County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lane County, KS",0,0,0,0,0
2016,"Lane County, OR",63,51,218,49,7
2016,"Langlade County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lanier County, GA",7,Data suppressed,5,Data suppressed,0
2016,"Lapeer County, MI",6,Data suppressed,35,Data suppressed,Data suppressed
2016,"Laporte County, IN",40,17,75,15,0
2016,"Laramie County, WY",17,10,47,Data suppressed,Data suppressed
2016,"Larimer County, CO",33,23,157,Data suppressed,Data suppressed
2016,"Larue County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Las Animas County, CO",Data suppressed,Data suppressed,10,8,Data suppressed
2016,"Lasalle County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lasalle Parish, LA",18,Data suppressed,18,Data suppressed,0
2016,"Lassen County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Latah County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Latimer County, OK",0,0,5,Data suppressed,Data suppressed
2016,"Lauderdale County, AL",15,6,45,Data suppressed,Data suppressed
2016,"Lauderdale County, MS",89,24,99,Data suppressed,Data suppressed
2016,"Lauderdale County, TN",24,Data suppressed,23,Data suppressed,0
2016,"Laurel County, KY",7,Data suppressed,26,Data suppressed,0
2016,"Laurens County, GA",81,Data suppressed,63,Data suppressed,0
2016,"Laurens County, SC",54,10,91,8,0
2016,"Lavaca County, TX",Data suppressed,5,9,Data suppressed,0
2016,"Lawrence County, AL",5,Data suppressed,14,Data suppressed,0
2016,"Lawrence County, AR",0,0,7,0,0
2016,"Lawrence County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lawrence County, IN",Data suppressed,0,29,Data suppressed,Data suppressed
2016,"Lawrence County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lawrence County, MO",0,Data suppressed,15,Data suppressed,0
2016,"Lawrence County, MS",15,Data suppressed,19,Data suppressed,Data suppressed
2016,"Lawrence County, OH",8,Data suppressed,29,Data suppressed,0
2016,"Lawrence County, PA",Data suppressed,Data suppressed,9,0,0
2016,"Lawrence County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lawrence County, TN",12,6,15,Data suppressed,Data suppressed
2016,"Le Flore County, OK",9,12,26,Data suppressed,Data suppressed
2016,"Le Sueur County, MN",Data suppressed,Data suppressed,9,0,0
2016,"Lea County, NM",10,13,28,Data suppressed,Data suppressed
2016,"Leake County, MS",13,Data suppressed,23,Data suppressed,Data suppressed
2016,"Leavenworth County, KS",21,14,86,Data suppressed,Data suppressed
2016,"Lebanon County, PA",20,Data suppressed,17,Data suppressed,0
2016,"Lee County, AL",72,17,160,Data suppressed,Data suppressed
2016,"Lee County, AR",9,9,26,6,0
2016,"Lee County, FL",876,163,919,97,30
2016,"Lee County, GA",15,5,23,Data suppressed,Data suppressed
2016,"Lee County, IA",Data suppressed,Data suppressed,5,Data suppressed,0
2016,"Lee County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lee County, MS",46,8,136,Data suppressed,Data suppressed
2016,"Lee County, NC",70,18,64,9,0
2016,"Lee County, SC",56,8,42,Data suppressed,Data suppressed
2016,"Lee County, TX",Data suppressed,Data suppressed,14,0,0
2016,"Lee County, VA",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2016,"Leelanau County, MI",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Leflore County, MS",53,10,48,Data suppressed,Data suppressed
2016,"Lehigh County, PA",140,84,104,13,12
2016,"Lemhi County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lenawee County, MI",5,Data suppressed,36,Data suppressed,0
2016,"Lenoir County, NC",97,32,76,9,10
2016,"Leon County, FL",526,75,562,24,20
2016,"Leon County, TX",11,Data suppressed,12,Data suppressed,0
2016,"Leslie County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Letcher County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Levy County, FL",38,7,38,6,0
2016,"Lewis And Clark County, MT",Data suppressed,Data suppressed,23,Data suppressed,0
2016,"Lewis County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lewis County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lewis County, MO",Data suppressed,Data suppressed,0,Data suppressed,0
2016,"Lewis County, NY",Data suppressed,Data suppressed,Data suppressed,0,0
2016,"Lewis County, TN",Data suppressed,0,5,Data suppressed,0
2016,"Lewis County, WA",7,10,32,Data suppressed,Data suppressed
2016,"Lewis County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lexington City, VA",0,0,6,Data suppressed,Data suppressed
2016,"Lexington County, SC",236,55,393,24,10
2016,"Liberty County, FL",10,Data suppressed,10,Data suppressed,0
2016,"Liberty County, GA",84,16,64,Data suppressed,Data suppressed
2016,"Liberty County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Liberty County, TX",103,69,76,Data suppressed,Data suppressed
2016,"Licking County, OH",34,11,107,Data suppressed,Data suppressed
2016,"Limestone County, AL",22,11,61,Data suppressed,Data suppressed
2016,"Limestone County, TX",6,7,14,0,0
2016,"Lincoln County, AR",7,7,18,Data suppressed,Data suppressed
2016,"Lincoln County, CO",0,Data suppressed,5,Data suppressed,0
2016,"Lincoln County, GA",5,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, MO",6,Data suppressed,29,5,Data suppressed
2016,"Lincoln County, MS",18,Data suppressed,26,Data suppressed,0
2016,"Lincoln County, MT",Data suppressed,Data suppressed,6,Data suppressed,0
2016,"Lincoln County, NC",13,Data suppressed,52,Data suppressed,0
2016,"Lincoln County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, NM",Data suppressed,Data suppressed,20,Data suppressed,Data suppressed
2016,"Lincoln County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, OK",5,Data suppressed,16,Data suppressed,0
2016,"Lincoln County, OR",10,Data suppressed,24,Data suppressed,0
2016,"Lincoln County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Lincoln County, TN",11,Data suppressed,22,Data suppressed,0
2016,"Lincoln County, WA",0,Data suppressed,6,Data suppressed,0
2016,"Lincoln County, WI",0,0,Data suppressed,Data suppressed,0
2016,"Lincoln County, WV",0,0,0,0,0
2016,"Lincoln County, WY",Data suppressed,0,7,0,Data suppressed
2016,"Lincoln Parish, LA",31,11,47,Data suppressed,Data suppressed
2016,"Linn County, IA",68,16,142,18,0
2016,"Linn County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Linn County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2016,"Linn County, OR",16,12,59,Data suppressed,Data suppressed
2016,"Lipscomb County, TX",0,0,0,0,0
