Year,Geography,Female,,Male,
2008,"Carver County, MN",6,16.9,24,67
2008,"Cascade County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Casey County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, IN",5,31.7,21,130.2
2008,"Cass County, MI",9,42,18,84.6
2008,"Cass County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, MO",6,14.5,36,91.6
2008,"Cass County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cass County, TX",6,46.6,22,188.5
2008,"Cassia County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Castro County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Caswell County, NC",6,61.2,28,279.6
2008,"Catahoula Parish, LA",10,228.9,10,228.9
2008,"Catawba County, NC",42,63.3,119,187.4
2008,"Catoosa County, GA",9,33.1,35,140.8
2008,"Catron County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cattaraugus County, NY",17,49.5,60,183.6
2008,"Cavalier County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cayuga County, NY",26,77.2,151,436.5
2008,"Cecil County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cedar County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cedar County, MO",0,0,5,89.9
2008,"Cedar County, NE",0,0,0,0
2008,"Centre County, PA",10,15.9,109,164.8
2008,"Cerro Gordo County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chaffee County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chambers County, AL",23,148.8,54,399.9
2008,"Chambers County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Champaign County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Champaign County, OH",8,47.9,13,81
2008,"Chariton County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charles City County, VA",5,154.7,6,196.5
2008,"Charles County, MD",104,174.2,180,324.9
2008,"Charles Mix County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charleston County, SC",428,278.8,"1,072",762.7
2008,"Charlevoix County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charlotte County, FL",44,59.7,157,231.7
2008,"Charlotte County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Charlottesville City, VA",42,213.2,101,600.5
2008,"Charlton County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chase County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chase County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chatham County, GA",393,357.8,893,916.4
2008,"Chatham County, NC",23,84.4,62,239.7
2008,"Chattahoochee County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chattooga County, GA",13,120.2,36,308.1
2008,"Chautauqua County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chautauqua County, NY",68,116.1,145,262.8
2008,"Chaves County, NM",6,23.4,28,113
2008,"Cheatham County, TN",8,48.6,35,216.9
2008,"Cheboygan County, MI",0,0,6,53.5
2008,"Chelan County, WA",10,34,27,92.6
2008,"Chemung County, NY",26,69.1,162,440.8
2008,"Chenango County, NY",9,41.1,34,159.7
2008,"Cherokee County, AL",6,55.9,11,109.2
2008,"Cherokee County, GA",46,55.3,189,229
2008,"Cherokee County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cherokee County, KS",5,54.9,7,81.8
2008,"Cherokee County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cherokee County, OK",0,0,22,119.6
2008,"Cherokee County, SC",19,81.1,39,180.1
2008,"Cherokee County, TX",22,114.3,51,258.4
2008,"Cherry County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chesapeake City, VA",115,122.6,306,353.7
2008,"Cheshire County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chester County, PA",118,57,293,146.7
2008,"Chester County, SC",15,104.9,56,436.6
2008,"Chester County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chesterfield County, SC",28,151.1,47,276.5
2008,"Chesterfield County, VA",107,84.2,272,226.2
2008,"Cheyenne County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cheyenne County, KS",0,0,0,0
2008,"Cheyenne County, NE",0,0,5,125.5
2008,"Chickasaw County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chickasaw County, MS",8,102.1,15,208
2008,"Chicot County, AR",5,97,14,289
2008,"Childress County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chilton County, AL",8,44.7,16,92.1
2008,"Chippewa County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chippewa County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chippewa County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chisago County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chittenden County, VT",20,29.9,111,175.7
2008,"Choctaw County, AL",16,251.3,8,147.2
2008,"Choctaw County, MS",6,152.7,5,138.7
2008,"Choctaw County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Chouteau County, MT",0,0,0,0
2008,"Chowan County, NC",6,90.8,16,282.7
2008,"Christian County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Christian County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Christian County, MO",8,25.3,25,84.5
2008,"Churchill County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cibola County, NM",5,44.3,37,343.4
2008,"Cimarron County, OK",0,0,0,0
2008,"Citrus County, FL",25,38.1,66,110.5
2008,"Clackamas County, OR",39,24.2,251,159
2008,"Claiborne County, MS",7,142.9,10,245.2
2008,"Claiborne County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Claiborne Parish, LA",5,75.4,48,659.1
2008,"Clallam County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clare County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clarendon County, SC",61,429.8,69,501.2
2008,"Clarion County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, AR",7,66.3,18,184.4
2008,"Clark County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, IN",22,48.1,106,247
2008,"Clark County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, NV",839,112.8,"4,147",540.3
2008,"Clark County, OH",28,46,89,160.5
2008,"Clark County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clark County, WA",77,44.3,321,188.1
2008,"Clark County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clarke County, AL",8,70,11,108.6
2008,"Clarke County, GA",85,165,158,334.5
2008,"Clarke County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clarke County, MS",12,160,27,400.4
2008,"Clarke County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clatsop County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, FL",49,63.7,134,181.2
2008,"Clay County, GA",11,765.5,9,773.9
2008,"Clay County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, KS",0,0,0,0
2008,"Clay County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, MO",35,37.1,165,187.3
2008,"Clay County, MS",20,219.4,23,293.4
2008,"Clay County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clay County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clayton County, GA",383,342.1,985,962.7
2008,"Clayton County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clear Creek County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clearfield County, PA",6,17.3,51,138.9
2008,"Clearwater County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clearwater County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cleburne County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cleburne County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clermont County, OH",15,18.4,38,48.8
2008,"Cleveland County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cleveland County, NC",60,138.6,98,252
2008,"Cleveland County, OK",38,37.5,209,207.1
2008,"Clinch County, GA",14,489.3,19,683.2
2008,"Clinton County, IA",8,37.9,13,65.7
2008,"Clinton County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clinton County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clinton County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clinton County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clinton County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Clinton County, NY",13,37.4,217,596.6
2008,"Clinton County, OH",5,27.6,14,80.3
2008,"Clinton County, PA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cloud County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coahoma County, MS",68,579.1,66,700.6
2008,"Coal County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cobb County, GA",413,143.5,"1,145",410.4
2008,"Cochise County, AZ",26,48.3,97,185.2
2008,"Cochran County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cocke County, TN",5,31.9,15,103.2
2008,"Coconino County, AZ",24,45.7,89,172.3
2008,"Codington County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coffee County, AL",26,126.4,31,162.7
2008,"Coffee County, GA",37,229.3,55,336.1
2008,"Coffee County, TN",10,45,20,95.9
2008,"Coffey County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coke County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Colbert County, AL",10,41.2,28,128.1
2008,"Cole County, MO",19,62.6,125,398.7
2008,"Coleman County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coles County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Colfax County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Colfax County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Colleton County, SC",52,302.4,84,553
2008,"Collier County, FL",237,179.4,540,397.5
2008,"Collin County, TX",166,54.7,627,207.7
2008,"Collingsworth County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Colonial Heights City, VA",5,63.5,18,261.1
2008,"Colorado County, TX",11,123.9,7,83.7
2008,"Colquitt County, GA",37,204,46,258.5
2008,"Columbia County, AR",10,94.1,16,166.9
2008,"Columbia County, FL",55,196.7,156,525.3
2008,"Columbia County, GA",33,71.4,130,305.5
2008,"Columbia County, NY",19,70.6,117,438.2
2008,"Columbia County, OR",5,24.1,21,102.5
2008,"Columbia County, PA",16,53.9,35,130.6
2008,"Columbia County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Columbia County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Columbiana County, OH",9,19.5,55,120.5
2008,"Columbus County, NC",60,255.6,84,398.1
2008,"Colusa County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Comal County, TX",14,30.2,62,138.9
2008,"Comanche County, KS",0,0,0,0
2008,"Comanche County, OK",37,83.9,135,290.4
2008,"Comanche County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Concho County, TX",0,0,6,269.2
2008,"Concordia Parish, LA",11,137.5,24,319.8
2008,"Conecuh County, AL",10,170.7,18,355.3
2008,"Conejos County, CO",0,0,0,0
2008,"Contra Costa County, CA",307,71.2,"1,286",312
2008,"Converse County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Conway County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cook County, GA",13,188.7,9,141.2
2008,"Cook County, IL","4,591",204.6,"16,474",791
2008,"Cook County, MN",0,0,0,0
2008,"Cooke County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cooper County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coos County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Coos County, OR",7,24.8,19,72
2008,"Coosa County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Copiah County, MS",25,199.9,54,477
2008,"Corson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cortland County, NY",6,28,19,96.3
2008,"Coryell County, TX",54,178.7,43,142.1
2008,"Coshocton County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Costilla County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cottle County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cotton County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cottonwood County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Covington City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Covington County, AL",12,74,24,164.7
2008,"Covington County, MS",13,147.6,22,283
2008,"Coweta County, GA",35,69.8,98,201.1
2008,"Cowley County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Cowlitz County, WA",20,47.4,58,140
2008,"Craig County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Craig County, VA",0,0,0,0
2008,"Craighead County, AR",31,77.4,71,194.6
2008,"Crane County, TX",0,0,0,0
2008,"Craven County, NC",85,204.8,176,450.7
2008,"Crawford County, AR",7,28.5,23,97.1
2008,"Crawford County, GA",13,246.5,28,537.8
2008,"Crawford County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Crawford County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Crawford County, IN",0,0,0,0
2008,"Crawford County, KS",9,53.9,9,56.8
2008,"Crawford County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Crawford County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2008,"Crawford County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
