State,County,Geography,FIPS,Cases,Rate per 100000,Population,Indicator,Year
WV,Marshall County,"Marshall County, WV",54051,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Marshall County,"Marshall County, AL",1095,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Marshall County,"Marshall County, TN",47117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Marshall County,"Marshall County, SD",46091,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Marshall County,"Marshall County, OK",40095,0,0,"14,049",HIV diagnoses,2018
MS,Marshall County,"Marshall County, MS",28093,5,16.6,"30,147",HIV diagnoses,2018
MN,Marshall County,"Marshall County, MN",27089,0,0,"7,839",HIV diagnoses,2018
KY,Marshall County,"Marshall County, KY",21157,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Marshall County,"Marshall County, KS",20117,0,0,"8,072",HIV diagnoses,2018
IA,Marshall County,"Marshall County, IA",19127,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Marshall County,"Marshall County, IN",18099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Marshall County,"Marshall County, IL",17123,0,0,"9,925",HIV diagnoses,2018
TX,Martin County,"Martin County, TX",48317,0,0,"4,431",HIV diagnoses,2018
FL,Martin County,"Martin County, FL",12085,15,10.5,"142,595",HIV diagnoses,2018
NC,Martin County,"Martin County, NC",37117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Martin County,"Martin County, MN",27091,0,0,"16,714",HIV diagnoses,2018
KY,Martin County,"Martin County, KY",21159,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Martin County,"Martin County, IN",18101,0,0,"8,575",HIV diagnoses,2018
VA,Martinsville City,"Martinsville City, VA",51690,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Mason County,"Mason County, WV",54053,0,0,"22,764",HIV diagnoses,2018
WA,Mason County,"Mason County, WA",53045,5,8.9,"56,300",HIV diagnoses,2018
TX,Mason County,"Mason County, TX",48319,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Mason County,"Mason County, MI",26105,0,0,"24,952",HIV diagnoses,2018
KY,Mason County,"Mason County, KY",21161,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Mason County,"Mason County, IL",17125,0,0,"11,609",HIV diagnoses,2018
IL,Massac County,"Massac County, IL",17127,0,0,"11,920",HIV diagnoses,2018
TX,Matagorda County,"Matagorda County, TX",48321,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, AK",2170,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Mathews County,"Mathews County, VA",51115,0,0,"7,889",HIV diagnoses,2018
HI,Maui County,"Maui County, HI",15009,5,3.6,"140,842",HIV diagnoses,2018
TN,Maury County,"Maury County, TN",47119,7,8.9,"78,223",HIV diagnoses,2018
TX,Maverick County,"Maverick County, TX",48323,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Mayes County,"Mayes County, OK",40097,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Mcclain County,"Mcclain County, OK",40087,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Mccone County,"Mccone County, MT",30055,0,0,"1,430",HIV diagnoses,2018
SD,Mccook County,"Mccook County, SD",46087,0,0,"4,427",HIV diagnoses,2018
SC,Mccormick County,"Mccormick County, SC",45065,0,0,"8,639",HIV diagnoses,2018
KY,Mccracken County,"Mccracken County, KY",21145,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Mccreary County,"Mccreary County, KY",21147,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Mcculloch County,"Mcculloch County, TX",48307,0,0,"6,738",HIV diagnoses,2018
OK,Mccurtain County,"Mccurtain County, OK",40089,0,0,"26,712",HIV diagnoses,2018
MO,Mcdonald County,"Mcdonald County, MO",29119,0,0,"18,821",HIV diagnoses,2018
IL,Mcdonough County,"Mcdonough County, IL",17109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Mcdowell County,"Mcdowell County, WV",54047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Mcdowell County,"Mcdowell County, NC",37111,0,0,"39,067",HIV diagnoses,2018
GA,Mcduffie County,"Mcduffie County, GA",13189,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Mchenry County,"Mchenry County, ND",38049,0,0,"4,808",HIV diagnoses,2018
IL,Mchenry County,"Mchenry County, IL",17111,14,5.4,"259,273",HIV diagnoses,2018
GA,Mcintosh County,"Mcintosh County, GA",13191,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Mcintosh County,"Mcintosh County, OK",40091,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Mcintosh County,"Mcintosh County, ND",38051,0,0,"2,232",HIV diagnoses,2018
PA,Mckean County,"Mckean County, PA",42083,0,0,"35,362",HIV diagnoses,2018
ND,Mckenzie County,"Mckenzie County, ND",38053,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NM,Mckinley County,"Mckinley County, NM",35031,11,19.2,"57,274",HIV diagnoses,2018
ND,Mclean County,"Mclean County, ND",38055,0,0,"7,990",HIV diagnoses,2018
KY,Mclean County,"Mclean County, KY",21149,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Mclean County,"Mclean County, IL",17113,18,12.3,"146,356",HIV diagnoses,2018
TX,Mclennan County,"Mclennan County, TX",48309,27,12.9,"209,211",HIV diagnoses,2018
MN,Mcleod County,"Mcleod County, MN",27085,0,0,"30,117",HIV diagnoses,2018
TN,Mcminn County,"Mcminn County, TN",47107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Mcmullen County,"Mcmullen County, TX",48311,0,0,652,HIV diagnoses,2018
TN,Mcnairy County,"Mcnairy County, TN",47109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Mcpherson County,"Mcpherson County, SD",46089,0,0,"1,974",HIV diagnoses,2018
NE,Mcpherson County,"Mcpherson County, NE",31117,0,0,442,HIV diagnoses,2018
KS,Mcpherson County,"Mcpherson County, KS",20113,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Meade County,"Meade County, SD",46093,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Meade County,"Meade County, KY",21163,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Meade County,"Meade County, KS",20119,0,0,"3,377",HIV diagnoses,2018
MT,Meagher County,"Meagher County, MT",30059,0,0,"1,598",HIV diagnoses,2018
VA,Mecklenburg County,"Mecklenburg County, VA",51117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Mecklenburg County,"Mecklenburg County, NC",37119,249,27.5,"906,769",HIV diagnoses,2018
MI,Mecosta County,"Mecosta County, MI",26107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Medina County,"Medina County, TX",48325,0,0,"42,717",HIV diagnoses,2018
OH,Medina County,"Medina County, OH",39103,5,3.3,"151,756",HIV diagnoses,2018
MN,Meeker County,"Meeker County, MN",27093,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Meigs County,"Meigs County, TN",47121,0,0,"10,542",HIV diagnoses,2018
OH,Meigs County,"Meigs County, OH",39105,0,0,"19,711",HIV diagnoses,2018
SD,Mellette County,"Mellette County, SD",46095,0,0,"1,571",HIV diagnoses,2018
TX,Menard County,"Menard County, TX",48327,0,0,"1,869",HIV diagnoses,2018
IL,Menard County,"Menard County, IL",17129,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Mendocino County,"Mendocino County, CA",6045,5,6.7,"74,095",HIV diagnoses,2018
KY,Menifee County,"Menifee County, KY",21165,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Menominee County,"Menominee County, WI",55078,0,0,"3,497",HIV diagnoses,2018
MI,Menominee County,"Menominee County, MI",26109,0,0,"20,125",HIV diagnoses,2018
CA,Merced County,"Merced County, CA",6047,30,13.8,"216,988",HIV diagnoses,2018
WV,Mercer County,"Mercer County, WV",54055,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Mercer County,"Mercer County, PA",42085,5,5.2,"95,964",HIV diagnoses,2018
OH,Mercer County,"Mercer County, OH",39107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Mercer County,"Mercer County, ND",38057,0,0,"6,873",HIV diagnoses,2018
NJ,Mercer County,"Mercer County, NJ",34021,43,13.7,"314,104",HIV diagnoses,2018
MO,Mercer County,"Mercer County, MO",29129,0,0,"3,037",HIV diagnoses,2018
KY,Mercer County,"Mercer County, KY",21167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Mercer County,"Mercer County, IL",17131,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Meriwether County,"Meriwether County, GA",13199,5,28,"17,830",HIV diagnoses,2018
NE,Merrick County,"Merrick County, NE",31121,0,0,"6,513",HIV diagnoses,2018
NH,Merrimack County,"Merrimack County, NH",33013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Mesa County,"Mesa County, CO",8077,6,4.6,"129,538",HIV diagnoses,2018
KY,Metcalfe County,"Metcalfe County, KY",21169,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Miami County,"Miami County, OH",39109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Miami County,"Miami County, KS",20121,0,0,"27,963",HIV diagnoses,2018
IN,Miami County,"Miami County, IN",18103,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Miami-Dade County,"Miami-Dade County, FL",12086,"1,215",51.5,"2,357,507",HIV diagnoses,2018
VA,Middlesex County,"Middlesex County, VA",51119,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CT,Middlesex County,"Middlesex County, CT",9007,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Middlesex County,"Middlesex County, NJ",34023,84,12,"701,480",HIV diagnoses,2018
MA,Middlesex County,"Middlesex County, MA",25017,145,10.4,"1,388,677",HIV diagnoses,2018
TX,Midland County,"Midland County, TX",48329,11,8.1,"135,399",HIV diagnoses,2018
MI,Midland County,"Midland County, MI",26111,0,0,"70,970",HIV diagnoses,2018
PA,Mifflin County,"Mifflin County, PA",42087,0,0,"38,905",HIV diagnoses,2018
TX,Milam County,"Milam County, TX",48331,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Millard County,"Millard County, UT",49027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Mille Lacs County,"Mille Lacs County, MN",27095,0,0,"21,621",HIV diagnoses,2018
GA,Miller County,"Miller County, GA",13201,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Miller County,"Miller County, AR",5091,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Miller County,"Miller County, MO",29131,0,0,"21,111",HIV diagnoses,2018
TX,Mills County,"Mills County, TX",48333,0,0,"4,243",HIV diagnoses,2018
IA,Mills County,"Mills County, IA",19129,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Milwaukee County,"Milwaukee County, WI",55079,117,15,"781,209",HIV diagnoses,2018
SD,Miner County,"Miner County, SD",46097,0,0,"1,848",HIV diagnoses,2018
WV,Mineral County,"Mineral County, WV",54057,0,0,"23,145",HIV diagnoses,2018
CO,Mineral County,"Mineral County, CO",8079,0,0,696,HIV diagnoses,2018
NV,Mineral County,"Mineral County, NV",32021,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Mineral County,"Mineral County, MT",30061,0,0,"3,765",HIV diagnoses,2018
WV,Mingo County,"Mingo County, WV",54059,0,0,"20,009",HIV diagnoses,2018
ID,Minidoka County,"Minidoka County, ID",16067,0,0,"16,435",HIV diagnoses,2018
SD,Minnehaha County,"Minnehaha County, SD",46099,9,5.8,"156,078",HIV diagnoses,2018
MI,Missaukee County,"Missaukee County, MI",26113,0,0,"12,630",HIV diagnoses,2018
AR,Mississippi County,"Mississippi County, AR",5093,7,20.9,"33,568",HIV diagnoses,2018
MO,Mississippi County,"Mississippi County, MO",29133,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Missoula County,"Missoula County, MT",30063,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Mitchell County,"Mitchell County, TX",48335,0,0,"6,860",HIV diagnoses,2018
GA,Mitchell County,"Mitchell County, GA",13205,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Mitchell County,"Mitchell County, NC",37121,0,0,"13,079",HIV diagnoses,2018
KS,Mitchell County,"Mitchell County, KS",20123,0,0,"5,098",HIV diagnoses,2018
IA,Mitchell County,"Mitchell County, IA",19131,0,0,"8,835",HIV diagnoses,2018
AL,Mobile County,"Mobile County, AL",1097,59,17.1,"344,092",HIV diagnoses,2018
CA,Modoc County,"Modoc County, CA",6049,0,0,"7,561",HIV diagnoses,2018
CO,Moffat County,"Moffat County, CO",8081,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AZ,Mohave County,"Mohave County, AZ",4015,11,6,"184,351",HIV diagnoses,2018
MO,Moniteau County,"Moniteau County, MO",29135,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Monmouth County,"Monmouth County, NJ",34025,26,4.9,"531,821",HIV diagnoses,2018
CA,Mono County,"Mono County, CA",6051,0,0,"12,389",HIV diagnoses,2018
IA,Monona County,"Monona County, IA",19133,0,0,"7,332",HIV diagnoses,2018
WV,Monongalia County,"Monongalia County, WV",54061,6,6.4,"93,499",HIV diagnoses,2018
WI,Monroe County,"Monroe County, WI",55081,0,0,"37,649",HIV diagnoses,2018
WV,Monroe County,"Monroe County, WV",54063,0,0,"11,467",HIV diagnoses,2018
GA,Monroe County,"Monroe County, GA",13207,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Monroe County,"Monroe County, FL",12087,15,22.5,"66,634",HIV diagnoses,2018
AR,Monroe County,"Monroe County, AR",5095,0,0,"5,807",HIV diagnoses,2018
AL,Monroe County,"Monroe County, AL",1099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Monroe County,"Monroe County, TN",47123,0,0,"39,537",HIV diagnoses,2018
PA,Monroe County,"Monroe County, PA",42089,10,6.8,"147,183",HIV diagnoses,2018
OH,Monroe County,"Monroe County, OH",39111,0,0,"11,834",HIV diagnoses,2018
NY,Monroe County,"Monroe County, NY",36055,51,8.1,"633,239",HIV diagnoses,2018
MO,Monroe County,"Monroe County, MO",29137,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Monroe County,"Monroe County, MS",28095,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Monroe County,"Monroe County, MI",26115,9,7,"128,224",HIV diagnoses,2018
KY,Monroe County,"Monroe County, KY",21171,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Monroe County,"Monroe County, IA",19135,0,0,"6,517",HIV diagnoses,2018
IN,Monroe County,"Monroe County, IN",18105,16,12.3,"130,437",HIV diagnoses,2018
IL,Monroe County,"Monroe County, IL",17133,0,0,"29,048",HIV diagnoses,2018
TX,Montague County,"Montague County, TX",48337,0,0,"16,427",HIV diagnoses,2018
MI,Montcalm County,"Montcalm County, MI",26117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Monterey County,"Monterey County, CA",6053,43,12.2,"352,466",HIV diagnoses,2018
CO,Montezuma County,"Montezuma County, CO",8083,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Montgomery County,"Montgomery County, VA",51121,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Montgomery County,"Montgomery County, TX",48339,53,11,"480,184",HIV diagnoses,2018
GA,Montgomery County,"Montgomery County, GA",13209,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Montgomery County,"Montgomery County, AR",5097,0,0,"7,798",HIV diagnoses,2018
AL,Montgomery County,"Montgomery County, AL",1101,80,42.7,"187,226",HIV diagnoses,2018
TN,Montgomery County,"Montgomery County, TN",47125,24,14.6,"164,514",HIV diagnoses,2018
PA,Montgomery County,"Montgomery County, PA",42091,25,3.6,"703,083",HIV diagnoses,2018
OH,Montgomery County,"Montgomery County, OH",39113,66,14.7,"447,956",HIV diagnoses,2018
NC,Montgomery County,"Montgomery County, NC",37123,0,0,"23,156",HIV diagnoses,2018
NY,Montgomery County,"Montgomery County, NY",36057,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Montgomery County,"Montgomery County, MO",29139,0,0,"9,785",HIV diagnoses,2018
MS,Montgomery County,"Montgomery County, MS",28097,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Montgomery County,"Montgomery County, MD",24031,129,14.7,"877,210",HIV diagnoses,2018
KY,Montgomery County,"Montgomery County, KY",21173,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Montgomery County,"Montgomery County, KS",20125,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Montgomery County,"Montgomery County, IA",19137,0,0,"8,398",HIV diagnoses,2018
IN,Montgomery County,"Montgomery County, IN",18107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Montgomery County,"Montgomery County, IL",17135,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Montmorency County,"Montmorency County, MI",26119,0,0,"8,322",HIV diagnoses,2018
PA,Montour County,"Montour County, PA",42093,0,0,"15,576",HIV diagnoses,2018
CO,Montrose County,"Montrose County, CO",8085,0,0,"35,723",HIV diagnoses,2018
SD,Moody County,"Moody County, SD",46101,0,0,"5,329",HIV diagnoses,2018
TX,Moore County,"Moore County, TX",48341,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Moore County,"Moore County, TN",47127,0,0,"5,594",HIV diagnoses,2018
NC,Moore County,"Moore County, NC",37125,5,6,"83,517",HIV diagnoses,2018
NM,Mora County,"Mora County, NM",35033,0,0,"3,955",HIV diagnoses,2018
LA,Morehouse Parish,"Morehouse Parish, LA",22067,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Morgan County,"Morgan County, WV",54065,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Morgan County,"Morgan County, UT",49029,0,0,"9,103",HIV diagnoses,2018
GA,Morgan County,"Morgan County, GA",13211,0,0,"15,868",HIV diagnoses,2018
CO,Morgan County,"Morgan County, CO",8087,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Morgan County,"Morgan County, AL",1103,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Morgan County,"Morgan County, TN",47129,0,0,"18,738",HIV diagnoses,2018
OH,Morgan County,"Morgan County, OH",39115,0,0,"12,498",HIV diagnoses,2018
MO,Morgan County,"Morgan County, MO",29141,0,0,"17,011",HIV diagnoses,2018
KY,Morgan County,"Morgan County, KY",21175,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Morgan County,"Morgan County, IN",18109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Morgan County,"Morgan County, IL",17137,0,0,"29,519",HIV diagnoses,2018
NE,Morrill County,"Morrill County, NE",31123,0,0,"3,935",HIV diagnoses,2018
TX,Morris County,"Morris County, TX",48343,0,0,"10,324",HIV diagnoses,2018
NJ,Morris County,"Morris County, NJ",34027,26,6.1,"423,476",HIV diagnoses,2018
KS,Morris County,"Morris County, KS",20127,0,0,"4,712",HIV diagnoses,2018
MN,Morrison County,"Morrison County, MN",27097,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OR,Morrow County,"Morrow County, OR",41049,0,0,"9,128",HIV diagnoses,2018
OH,Morrow County,"Morrow County, OH",39117,0,0,"29,697",HIV diagnoses,2018
ND,Morton County,"Morton County, ND",38059,0,0,"25,680",HIV diagnoses,2018
KS,Morton County,"Morton County, KS",20129,0,0,"2,222",HIV diagnoses,2018
TX,Motley County,"Motley County, TX",48345,0,0,"1,070",HIV diagnoses,2018
IL,Moultrie County,"Moultrie County, IL",17139,0,0,"12,095",HIV diagnoses,2018
ND,Mountrail County,"Mountrail County, ND",38061,0,0,"8,151",HIV diagnoses,2018
MN,Mower County,"Mower County, MN",27099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Muhlenberg County,"Muhlenberg County, KY",21177,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OR,Multnomah County,"Multnomah County, OR",41051,100,14.3,"699,713",HIV diagnoses,2018
GA,Murray County,"Murray County, GA",13213,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Murray County,"Murray County, OK",40099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Murray County,"Murray County, MN",27101,0,0,"7,003",HIV diagnoses,2018
IA,Muscatine County,"Muscatine County, IA",19139,0,0,"35,298",HIV diagnoses,2018
GA,Muscogee County,"Muscogee County, GA",13215,55,34.7,"158,609",HIV diagnoses,2018
MI,Muskegon County,"Muskegon County, MI",26121,9,6.2,"145,120",HIV diagnoses,2018
OH,Muskingum County,"Muskingum County, OH",39119,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Muskogee County,"Muskogee County, OK",40101,5,8.9,"56,356",HIV diagnoses,2018
MT,Musselshell County,"Musselshell County, MT",30065,0,0,"4,060",HIV diagnoses,2018
TX,Nacogdoches County,"Nacogdoches County, TX",48347,9,16.5,"54,529",HIV diagnoses,2018
NE,Nance County,"Nance County, NE",31125,0,0,"2,980",HIV diagnoses,2018
MA,Nantucket County,"Nantucket County, MA",25019,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Napa County,"Napa County, CA",6055,7,5.9,"119,405",HIV diagnoses,2018
NC,Nash County,"Nash County, NC",37127,10,12.6,"79,591",HIV diagnoses,2018
FL,Nassau County,"Nassau County, FL",12089,8,10.8,"73,835",HIV diagnoses,2018
NY,Nassau County,"Nassau County, NY",36059,81,7,"1,154,140",HIV diagnoses,2018
LA,Natchitoches Parish,"Natchitoches Parish, LA",22069,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WY,Natrona County,"Natrona County, WY",56025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AZ,Navajo County,"Navajo County, AZ",4017,6,6.7,"89,249",HIV diagnoses,2018
TX,Navarro County,"Navarro County, TX",48349,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
