Full Name,AI_AN Diag 08,AI_AN Diag Rate 08,Asian Diag 08,Asian Diag Rate 08,Black Diag 08,Black Diag Rate 08,Latino Diag 08,Latino Diag Rate 08,Multi Diag 08,Multi Diag Rate 08,NH_OPI Diag 08,NH_OPI Diag Rate 08,White Diag 08,White Diag Rate 08,AI_AN Diag 09,AI_AN Diag Rate 09,Asian Diag 09,Asian Diag Rate 09,Black Diag 09,Black Diag Rate 09,Latino Diag 09,Latino Diag Rate 09,Multi Diag 09,Multi Diag Rate 09,NH_OPI Diag 09,NH_OPI Diag Rate 09,White Diag 09,White Diag Rate 09,AI_AN Diag 10,AI_AN Diag Rate 10,Asian Diag 10,Asian Diag Rate 10,Black Diag 10,Black Diag Rate 10,Latino Diag 10,Latino Diag Rate 10,Multi Diag 10,Multi Diag Rate 10,NH_OPI Diag 10,NH_OPI Diag Rate 10,White Diag 10,White Diag Rate 10,AI_AN Diag 11,AI_AN Diag Rate 11,Asian Diag 11,Asian Diag Rate 11,Black Diag 11,Black Diag Rate 11,Latino Diag 11,Latino Diag Rate 11,Multi Diag 11,Multi Diag Rate 11,NH_OPI Diag 11,NH_OPI Diag Rate 11,White Diag 11,White Diag Rate 11,AI_AN Diag 12,AI_AN Diag Rate 12,Asian Diag 12,Asian Diag Rate 12,Black Diag 12,Black Diag Rate 12,Latino Diag 12,Latino Diag Rate 12,Multi Diag 12,Multi Diag Rate 12,NH_OPI Diag 12,NH_OPI Diag Rate 12,White Diag 12,White Diag Rate 12,AI_AN Diag 13,AI_AN Diag Rate 13,Asian Diag 13,Asian Diag Rate 13,Black Diag 13,Black Diag Rate 13,Latino Diag 13,Latino Diag Rate 13,Multi Diag 13,Multi Diag Rate 13,NH_OPI Diag 13,NH_OPI Diag Rate 13,White Diag 13,White Diag Rate 13,AI_AN Diag 14,AI_AN Diag Rate 14,Asian Diag 14,Asian Diag Rate 14,Black Diag 14,Black Diag Rate 14,Latino Diag 14,Latino Diag Rate 14,Multi Diag 14,Multi Diag Rate 14,NH_OPI Diag 14,NH_OPI Diag Rate 14,White Diag 14,White Diag Rate 14,AI_AN Diag 15,AI_AN Diag Rate 15,Asian Diag 15,Asian Diag Rate 15,Black Diag 15,Black Diag Rate 15,Latino Diag 15,Latino Diag Rate 15,Multi Diag 15,Multi Diag Rate 15,NH_OPI Diag 15,NH_OPI Diag Rate 15,White Diag 15,White Diag Rate 15,AI_AN Diag 16,AI_AN Diag Rate 16,Asian Diag 16,Asian Diag Rate 16,Black Diag 16,Black Diag Rate 16,Latino Diag 16,Latino Diag Rate 16,Multi Diag 16,Multi Diag Rate 16,NH_OPI Diag 16,NH_OPI Diag Rate 16,White Diag 16,White Diag Rate 16,AI_AN Diag 17,AI_AN Diag Rate 17,Asian Diag 17,Asian Diag Rate 17,Black Diag 17,Black Diag Rate 17,Latino Diag 17,Latino Diag Rate 17,Multi Diag 17,Multi Diag Rate 17,NH_OPI Diag 17,NH_OPI Diag Rate 17,White Diag 17,White Diag Rate 17,AI_AN Diag 18,AI_AN Diag Rate 18,Asian Diag 18,Asian Diag Rate 18,Black Diag 18,Black Diag Rate 18,Latino Diag 18,Latino Diag Rate 18,Multi Diag 18,Multi Diag Rate 18,NH_OPI Diag 18,NH_OPI Diag Rate 18,White Diag 18,White Diag Rate 18
Minnesota,6,13.6,5,3.5,106,61.6,32,22,13,29.6,0,0,168,4.4,6,13.5,7,4.7,126,71.3,44,29.2,15,33,1,47.6,181,4.8,9,20.9,6,3.6,108,53.7,34,19.7,21,38.1,0,0,157,4.2,3,6.9,6,3.4,106,51,26,14.7,18,31.2,0,0,136,3.6,9,20.6,3,1.6,113,52.8,40,22.1,13,21.6,1,59.2,135,3.6,5,11.3,2,1.1,115,51.9,30,16,12,19.1,0,0,142,3.8,4,9,8,4.1,114,49.5,35,18.1,9,13.7,0,0,141,3.7,1,2.2,12,5.9,131,54.7,26,13,7,10.2,0,0,119,3.1,1,2.2,11,5.2,133,53.1,26,12.6,7,9.8,0,0,118,3.1,2,4.4,7,3.2,127,48.6,31,14.4,11,14.7,0,0,95,2.5,7,15.2,6,2.6,109,40,39,17.5,7,8.9,0,0,115,3
Mississippi,2,18.9,0,0,387,45.5,15,29.8,30,204.3,0,0,83,5.8,0,0,0,0,388,45.4,17,32,23,150.5,0,0,69,4.8,0,0,0,0,352,40.8,11,18,26,166.6,0,0,63,4.3,0,0,1,4.4,396,45.5,18,29.1,33,202.9,0,0,77,5.3,1,9.1,1,4.3,330,37.6,13,20.9,26,153.7,0,0,72,4.9,0,0,1,4.1,355,40.1,13,20.5,27,152.2,0,0,74,5.1,0,0,2,8,369,41.4,15,23.1,16,87.1,0,0,72,4.9,3,26.3,3,11.7,396,44.2,19,28.7,11,58.2,0,0,74,5.1,0,0,1,3.9,351,39,5,7.4,10,51.1,0,0,58,4,0,0,2,7.6,342,37.8,11,15.6,5,24.5,0,0,67,4.6,1,8.4,2,7.5,352,38.8,27,36.8,3,14.2,0,0,94,6.5
Missouri,0,0,3,4.3,259,48.4,32,23.6,20,39,0,0,230,5.6,0,0,2,2.8,272,50.5,31,21.9,20,37.9,0,0,195,4.7,0,0,8,9.8,278,50.4,28,18.5,19,30.2,0,0,236,5.7,0,0,2,2.3,255,45.9,38,24.5,8,12.3,0,0,221,5.4,0,0,4,4.5,274,49.1,31,19.4,17,25.3,0,0,203,4.9,0,0,7,7.7,235,41.7,25,15.2,12,17.2,0,0,186,4.5,0,0,5,5.3,235,41.5,23,13.6,15,20.8,1,19.2,187,4.5,0,0,9,9.2,214,37.6,25,14.3,16,21.5,1,18.5,198,4.8,0,0,4,4,247,43.2,39,21.6,16,20.8,0,0,204,4.9,0,0,7,6.7,256,44.6,38,20.4,14,17.5,0,0,189,4.6,1,4.4,5,4.6,213,37,33,17.1,13,15.7,1,16.2,180,4.3
Montana,0,0,0,0,1,26.6,4,19.3,0,0,0,0,17,2.3,2,4.4,0,0,0,0,4,18.5,1,9.3,0,0,24,3.3,1,2.3,0,0,0,0,1,4.9,1,7.1,0,0,17,2.3,1,2.2,0,0,0,0,1,4.6,0,0,0,0,20,2.7,2,4.4,0,0,1,24.9,2,8.7,2,13.3,0,0,13,1.7,2,4.4,1,15,1,25.5,1,4.1,4,25.7,0,0,13,1.7,1,2.2,0,0,0,0,1,3.9,0,0,1,168.4,11,1.4,0,0,0,0,1,24.4,3,11.1,1,6,0,0,13,1.7,0,0,0,0,0,0,1,3.6,1,5.8,0,0,18,2.3,5,10.4,0,0,0,0,4,13.4,0,0,0,0,22,2.8,3,6.2,0,0,2,44.5,3,9.6,0,0,0,0,15,1.9
Nebraska,0,0,0,0,33,56.3,8,8.4,3,25.7,0,0,53,4.2,0,0,3,13.1,32,53.5,21,21,4,32.7,0,0,48,3.8,1,9,2,7.7,33,52.4,12,10.4,6,40.2,0,0,61,4.8,2,17.9,1,3.7,12,18.8,12,10.1,7,44.9,0,0,45,3.6,1,8.8,1,3.5,24,37.1,10,8.1,5,30.7,0,0,41,3.2,0,0,1,3.3,23,35,13,10.2,1,5.8,0,0,41,3.2,1,8.6,1,3,26,38.6,11,8.3,2,11.1,0,0,47,3.7,4,33.9,0,0,16,23.4,12,8.8,1,5.2,0,0,46,3.6,3,25.1,2,5.3,15,21.5,16,11.3,2,9.9,0,0,38,3,3,24.8,7,17.8,26,36.7,15,10.2,0,0,0,0,37,2.9,1,8.1,4,9.7,19,26.3,19,12.5,1,4.5,0,0,35,2.7
Nevada,3,13.7,8,5.7,94,60.5,106,22,12,31.2,0,0,164,12.9,4,18.1,18,12.5,95,59.9,106,21.2,13,32.8,0,0,126,9.9,1,5.1,20,11.9,98,57.3,107,20.4,11,22.6,2,15.8,134,10.5,1,5,31,18,97,55.8,114,21.2,14,28,1,7.8,124,9.7,2,9.9,18,10.1,74,40.9,117,21.2,19,36.4,2,15.3,130,10.2,1,4.9,14,7.5,97,52.6,140,24.6,17,31.4,1,7.4,162,12.7,4,19.3,20,10.4,96,50.3,139,23.7,12,21.1,2,14.5,155,12.1,2,9.5,31,15.5,114,57.6,150,24.6,12,20.2,5,35.3,162,12.6,7,32.9,19,9.1,155,75,169,26.8,9,14.4,1,6.7,152,11.8,4,18.5,24,11.1,146,67.6,139,21.3,3,4.6,4,26,171,13.2,3,13.6,27,12,159,70.7,155,22.9,1,1.4,5,31.5,158,12.1
New Hampshire,0,0,2,10.2,10,92.9,6,23.3,1,11.9,0,0,24,2.3,0,0,0,0,4,35.6,4,15,2,23.1,0,0,29,2.7,0,0,3,13,2,18.3,3,11.2,2,18.5,0,0,40,3.8,0,0,0,0,4,34.6,4,14.2,1,8.9,0,0,30,2.9,0,0,0,0,8,65.1,3,10.1,3,25.5,0,0,33,3.1,0,0,1,3.6,3,23.9,3,9.6,2,16.5,0,0,26,2.5,0,0,1,3.4,7,54.1,7,21.5,2,16,0,0,23,2.2,0,0,0,0,4,29.7,0,0,1,7.7,0,0,20,1.9,0,0,1,3.1,5,35.2,7,19.4,2,14.8,0,0,25,2.4,0,0,0,0,5,33.7,5,13.1,2,14.2,0,0,22,2.1,0,0,1,3,3,19.3,3,7.4,0,0,0,0,29,2.7
New Jersey,0,0,7,1.3,675,72.8,414,38.2,101,165.1,0,0,234,5.1,0,0,20,3.6,607,65,427,38.2,126,199.1,0,0,218,4.8,0,0,15,2.5,564,60.4,462,37.7,101,139.3,0,0,206,4.6,0,0,9,1.4,530,56.5,337,26.9,81,108.2,0,0,218,4.9,0,0,23,3.6,534,56.5,402,31.4,89,115.3,0,0,226,5.1,0,0,16,2.5,497,52.3,391,29.9,69,87,1,43.4,234,5.3,0,0,12,1.8,543,56.9,435,32.7,56,68.7,2,85.4,194,4.4,0,0,28,4.1,521,54.5,413,30.5,41,49,0,0,197,4.5,0,0,19,2.7,467,48.7,434,31.4,52,60.5,0,0,224,5.2,0,0,30,4.2,503,52.3,398,28.2,26,29.5,1,40,167,3.9,3,27.6,29,3.9,407,42.2,380,26.4,27,29.8,0,0,198,4.6
New Mexico,18,13.3,0,0,10,30.4,78,11.2,2,11.7,0,0,44,6.1,20,14.7,0,0,11,32.2,81,11.5,5,28.2,0,0,43,6,24,17.4,1,4.4,9,29.6,78,10.6,3,15.8,0,0,32,4.3,19,13.6,1,4.1,7,22.9,73,9.7,7,35.6,0,0,31,4.2,19,13.5,0,0,2,6.5,70,9.2,1,5,0,0,25,3.4,21,14.7,2,7.7,5,16,79,10.2,3,14.5,0,0,31,4.3,26,18,0,0,7,22.2,72,9.2,2,9.5,0,0,26,3.6,14,9.6,0,0,3,9.4,78,9.8,1,4.7,0,0,39,5.5,24,16.3,1,3.6,4,12.4,81,10.1,2,9.2,0,0,32,4.5,26,17.5,0,0,10,30.9,61,7.5,0,0,1,83.8,38,5.4,25,16.7,2,7,7,21.3,63,7.7,1,4.4,0,0,23,3.3
New York,0,0,93,8.4,1895,80.5,1455,57.7,351,227.2,0,0,796,7.9,1,1.9,96,8.5,1673,70.7,1343,52.4,334,210.5,0,0,728,7.2,1,2.2,57,4.6,1590,67.7,1250,45.8,268,142.7,1,15.4,748,7.6,0,0,76,5.9,1442,60.9,1243,44.7,278,143.8,1,15,732,7.5,2,4.3,76,5.8,1338,56.2,1140,40.4,283,142.3,0,0,681,7,0,0,72,5.4,1129,47.1,1140,39.8,311,152,1,14.4,599,6.1,1,2.1,92,6.7,1246,51.8,1086,37.4,237,112.8,0,0,662,6.8,0,0,76,5.4,1134,47.1,1060,36.1,245,113.6,2,28.1,534,5.5,2,4.1,117,8.2,1061,44.1,986,33.3,184,83.3,3,41.5,467,4.9,1,2.1,96,6.6,1074,44.7,953,32,156,68.9,0,0,450,4.7,0,0,100,6.8,1019,42.5,888,29.6,103,44.4,0,0,360,3.8
North Carolina,6,7.1,8,5.6,1050,66,150,33.2,82,137.9,1,27.5,404,7.7,7,8.2,8,5.4,1004,62.2,132,27.9,69,110.7,0,0,357,6.7,3,3.4,9,5.3,914,55.2,122,21.7,57,65.6,1,23,330,6.2,12,13.3,9,5,928,55.2,104,18.3,80,88,1,22.4,299,5.5,10,11,9,4.7,788,46.2,96,16.5,57,59.7,1,21.9,269,5,4,4.3,11,5.5,789,45.5,123,20.6,45,44.9,1,20.8,303,5.5,7,7.5,15,7.1,823,46.8,129,21.1,49,46.7,1,20.5,287,5.2,13,13.8,10,4.5,840,47.2,121,19.1,43,39.3,1,20.2,299,5.4,11,11.6,19,8,851,47.2,146,22.2,34,29.6,1,19.6,324,5.8,7,7.3,12,4.8,841,46,121,17.7,30,24.8,0,0,286,5.1,6,6.2,10,3.8,755,40.8,128,18,23,18.2,2,36.8,276,4.8
North Dakota,0,0,0,0,2,41.5,0,0,2,44.2,0,0,9,1.8,1,3.9,0,0,2,38.7,3,29,2,42.9,0,0,6,1.2,0,0,1,16.4,4,66.9,3,31.7,0,0,0,0,5,1,0,0,0,0,2,30,1,9.6,0,0,0,0,9,1.7,0,0,0,0,4,52.2,2,16.8,1,14.7,0,0,4,0.8,1,3.7,0,0,7,73,2,14.2,0,0,0,0,9,1.7,1,3.6,1,12.5,9,79.8,0,0,1,12.6,0,0,8,1.5,0,0,1,11.4,9,63.4,2,11.1,1,11.9,0,0,7,1.3,2,7.1,0,0,19,118.1,7,37.5,1,11.5,0,0,17,3.1,4,14.1,1,9.9,13,75.8,3,15.5,1,11.2,0,0,15,2.8,2,7,2,18.4,20,107.8,1,4.9,1,10.7,1,268.8,9,1.7
Ohio,2,9.7,5,3.5,489,44.9,74,33.3,39,44.8,0,0,447,5.6,0,0,2,1.4,497,45.4,67,29.1,53,59.1,0,0,426,5.3,0,0,5,3.1,444,39.8,58,23,61,54.2,0,0,414,5.2,0,0,6,3.6,486,43.3,71,27.2,56,47.8,0,0,423,5.3,0,0,5,2.9,458,40.6,68,25.2,72,59.3,0,0,414,5.2,1,5.3,4,2.2,478,41.9,70,25,60,47.3,1,34,423,5.3,0,0,6,3.1,469,40.7,81,27.9,41,31,0,0,349,4.4,1,5.2,10,4.9,464,40,53,17.6,38,27.7,1,31,358,4.5,0,0,9,4.2,481,41.1,53,17,44,30.8,0,0,374,4.7,1,5.1,13,5.7,434,36.8,65,20,45,30.3,0,0,428,5.4,0,0,7,2.9,465,39.1,56,16.5,28,18.1,0,0,428,5.4
Oklahoma,13,5.9,3,6.2,67,30.4,39,20,17,17.3,1,43.1,147,6.7,12,5.4,2,4,88,39.2,42,20.3,13,13.2,0,0,138,6.2,18,7.6,2,3.7,86,39.3,31,13.5,22,17.2,0,0,127,5.7,17,7,2,3.5,90,40.6,29,12.2,23,17.6,0,0,150,6.8,13,5.3,5,8.3,66,29.4,33,13.4,20,14.9,0,0,147,6.6,25,10,7,11,96,42.1,23,9,24,17.5,1,26.5,156,7,17,6.7,3,4.5,74,32.1,32,12.1,25,17.9,1,25,152,6.8,22,8.6,9,12.7,75,32.1,41,14.9,19,13.3,1,23.7,147,6.6,22,8.5,4,5.5,73,31,39,13.7,14,9.6,0,0,141,6.3,28,10.7,2,2.7,80,33.9,56,19,12,8.1,0,0,121,5.5,21,8,4,5.3,51,21.4,39,12.8,16,10.5,2,43.2,101,4.6
Oregon,3,8.4,10,8.9,27,52.3,53,18.7,8,13.9,1,12.8,184,7,3,8.3,8,6.9,15,28.4,48,16.3,6,10.1,0,0,169,6.4,3,8.4,8,6.7,15,28.5,46,14.6,10,13.8,1,9.8,154,5.9,1,2.8,5,4,10,18.5,37,11.4,4,5.3,1,9.3,181,6.9,0,0,9,6.9,22,39.9,54,16.1,8,10.3,0,0,177,6.7,1,2.7,6,4.4,19,33.8,47,13.7,4,5,1,8.7,150,5.7,1,2.7,7,4.9,13,22.5,49,13.8,7,8.5,3,25.2,159,6,2,5.3,8,5.4,19,31.9,38,10.3,2,2.3,2,16.1,151,5.6,4,10.5,9,5.7,14,22.5,38,9.9,8,8.9,0,0,153,5.6,3,7.7,10,6.1,17,26.5,44,11,3,3.2,2,14.8,124,4.5,3,7.6,2,1.2,13,19.6,66,15.9,7,7.2,2,14.3,137,5
Pennsylvania,1,6.6,13,5.3,909,87.1,300,68,108,151.6,0,0,442,5,2,12.9,13,5.2,768,73,353,76.4,88,119.2,2,69.5,432,4.9,2,13.7,10,3.4,715,66,247,46.4,67,67,2,82.1,437,5,0,0,12,3.9,726,66.4,205,37,46,44.1,0,0,391,4.5,3,20.1,20,6.3,748,67.9,218,37.7,41,37.8,2,75.8,383,4.4,3,19.9,24,7.3,686,61.7,167,27.9,54,47.9,0,0,358,4.1,4,26.3,23,6.7,614,54.9,171,27.5,40,34.2,0,0,345,4,2,13,19,5.4,630,56.1,162,25.1,25,20.6,1,32.8,334,3.9,5,32.2,24,6.6,537,47.6,206,30.8,24,19.2,0,0,335,3.9,2,12.8,15,4,546,48.2,184,26.4,24,18.5,1,31.3,316,3.7,1,6.4,21,5.4,469,41.1,187,25.6,19,14.1,2,60,303,3.6
Rhode Island,0,0,0,0,30,71.5,44,48.2,3,34.1,0,0,46,6.3,0,0,3,13,22,52,50,52.9,2,22.3,0,0,42,5.8,0,0,1,3.8,27,58.7,30,30.5,3,25,0,0,54,7.6,0,0,2,7.3,14,30,23,22.5,7,56.9,0,0,54,7.6,0,0,1,3.5,18,38.2,25,23.6,1,7.9,0,0,33,4.7,1,27.6,0,0,13,27.1,20,18.3,2,15.3,0,0,42,6,0,0,3,10.1,16,32.6,29,25.6,4,29.8,0,0,37,5.3,0,0,1,3.3,15,30,21,17.9,2,14.5,0,0,25,3.6,0,0,2,6.4,17,33.4,18,14.9,1,7.1,0,0,33,4.8,0,0,2,6.4,16,31,24,19.2,2,13.7,0,0,39,5.7,0,0,3,9.5,19,36.1,21,16.2,1,6.7,0,0,32,4.7
South Carolina,2,15.2,1,2.2,497,48.6,48,36.2,15,56.5,0,0,146,5.9,0,0,1,2.1,523,50.8,40,28.6,22,78.8,0,0,173,6.9,0,0,5,10.1,571,54.9,37,21.6,12,34,0,0,142,5.6,1,7,0,0,540,51.6,48,27.8,25,67.9,0,0,127,4.9,0,0,1,1.8,487,46.1,36,20.5,11,28.5,0,0,165,6.4,0,0,1,1.8,482,45.1,40,22.4,24,58.7,0,0,160,6.1,2,13.2,0,0,542,50.2,27,14.6,20,46.3,0,0,172,6.5,0,0,3,4.7,455,41.7,47,24.6,14,30.7,1,42.8,147,5.4,1,6.4,0,0,514,46.7,50,25.3,25,52,0,0,156,5.7,0,0,7,9.9,448,40.4,69,33.5,25,49.5,0,0,162,5.8,0,0,7,9.4,460,41.2,54,25,22,41.3,0,0,176,6.3
South Dakota,8,17,0,0,7,120.5,0,0,1,15.3,0,0,12,2.1,4,8.4,0,0,5,78.6,0,0,0,0,0,0,13,2.2,5,10.1,0,0,11,148.3,3,19.9,0,0,0,0,13,2.2,4,8,0,0,1,12.2,3,17.9,1,11.7,0,0,11,1.9,10,19.8,0,0,4,40.1,0,0,0,0,0,0,11,1.9,11,21.6,1,12.4,3,28.5,3,15.5,1,10.7,0,0,13,2.2,4,7.8,0,0,12,111.8,1,5,0,0,0,0,12,2,3,5.8,0,0,6,54.5,3,14.8,0,0,0,0,11,1.8,3,5.8,1,9.8,12,98,6,28.1,0,0,1,299.4,20,3.3,8,15.2,1,8.9,8,58.9,5,21.8,2,18.3,0,0,16,2.7,9,17,0,0,4,27.4,0,0,2,17.5,0,0,13,2.1
Tennessee,1,6.9,5,7.5,631,76.8,57,34.9,33,82,0,0,271,6.7,1,6.7,5,7.3,575,69.1,47,27.2,32,76.2,1,47.9,270,6.6,1,7,8,10.7,517,61.3,65,31.8,30,58.2,1,43.7,234,5.7,0,0,6,7.6,480,56.1,49,23.5,41,76.1,0,0,268,6.5,1,6.8,3,3.6,489,56.2,50,23.3,43,76,0,0,267,6.4,0,0,6,7,444,50.5,43,19.6,35,59.1,0,0,242,5.8,0,0,3,3.4,431,48.4,51,22.5,22,35.5,1,38.7,246,5.9,1,6.4,8,8.6,428,47.6,48,20.5,11,17,1,38,242,5.7,1,6.2,4,4.2,417,46,39,16.1,16,23.7,0,0,236,5.6,0,0,3,3,415,45.2,37,14.6,16,22.5,0,0,260,6.1,1,5.9,8,7.6,448,48.4,50,18.8,15,20.2,0,0,237,5.5
Texas,0,0,37,5.6,1600,72.5,1409,21.8,212,131.6,2,15.5,911,9.4,0,0,36,5.3,1657,73.6,1530,22.9,251,148.7,1,7.4,881,9,1,1.5,45,5.7,1691,72.5,1609,22.8,250,132.2,0,0,859,8.8,0,0,67,8.1,1527,64.1,1645,22.7,235,118.7,0,0,806,8.2,1,1.4,46,5.3,1515,62,1694,22.7,222,106.6,3,18.9,843,8.5,1,1.4,71,7.7,1535,61.4,1662,21.7,210,96.3,0,0,861,8.6,1,1.3,65,6.6,1580,61.6,1741,22.1,186,81.2,0,0,844,8.4,4,5.2,76,7.3,1578,59.9,1826,22.6,180,74.8,4,22.2,864,8.5,5,6.4,68,6.2,1559,57.8,1825,22,195,77.3,1,5.4,870,8.5,4,5.1,57,5,1577,57.2,1808,21.2,132,50.2,1,5.2,779,7.6,2,2.5,78,6.5,1569,55.7,1798,20.6,130,47.3,1,4.9,905,8.8
Utah,0,0,2,4.8,10,54.4,23,10.4,1,4.5,1,6.9,94,5.4,0,0,6,13.8,10,51,31,13.4,5,21.3,0,0,70,4,0,0,1,2.2,6,31.2,25,10,3,11.4,0,0,50,2.9,0,0,6,12.4,5,25.1,25,9.7,4,14.4,1,5.6,66,3.7,5,23.1,2,3.9,7,33.6,28,10.6,4,13.5,1,5.4,75,4.2,0,0,4,7.5,9,41.5,24,8.8,5,16,0,0,67,3.7,0,0,8,14.4,11,48.9,31,11.1,2,6.1,0,0,62,3.4,2,8.9,7,12.2,10,42.8,32,11,2,5.8,1,4.8,68,3.6,1,4.4,8,13.1,22,88.7,35,11.6,3,8.2,0,0,70,3.7,3,12.9,5,7.6,12,45.1,40,12.7,2,5.1,0,0,55,2.8,2,8.5,7,10,8,28.5,29,8.9,1,2.4,3,12.7,71,3.6
Vermont,0,0,0,0,0,0,1,14.5,1,20.7,0,0,16,3.1,0,0,0,0,1,24.9,1,13.9,0,0,0,0,16,3.1,0,0,0,0,1,22,1,13.8,2,30.5,0,0,16,3.1,0,0,0,0,1,20.6,2,25.6,0,0,0,0,10,2,0,0,1,13.5,2,40,0,0,1,14.6,0,0,10,2,0,0,0,0,3,56.5,1,11.7,1,14.2,0,0,8,1.6,0,0,1,12.6,4,73.1,1,11.4,1,13.8,0,0,10,2,0,0,1,11.2,0,0,2,22.2,0,0,0,0,11,2.2,0,0,0,0,1,16.7,0,0,0,0,0,0,4,0.8,0,0,1,9.9,2,31.9,2,20.6,0,0,0,0,15,3,0,0,2,18.5,2,30.3,0,0,0,0,0,0,14,2.8
Virginia,0,0,13,4.2,659,53.1,102,26,48,64.4,0,0,245,5.5,0,0,16,5,587,46.7,91,22.1,47,60.9,0,0,239,5.4,2,11.2,8,2.2,591,46.9,101,21.1,46,43.9,0,0,246,5.5,0,0,14,3.7,517,40.7,107,21.5,45,41.2,0,0,214,4.8,1,5.4,18,4.5,540,42,104,20.2,28,24.6,0,0,243,5.4,0,0,16,3.9,542,41.7,93,17.5,39,32.8,0,0,254,5.6,1,5.3,18,4.2,508,38.6,87,15.9,36,28.9,0,0,251,5.5,1,5.2,19,4.3,583,43.9,113,20,21,16.2,1,20,217,4.8,1,5.2,22,4.8,526,39.3,130,22.4,26,19.3,0,0,201,4.4,0,0,25,5.3,493,36.5,92,15.3,43,30.5,2,38.7,210,4.6,1,5,17,3.5,505,37.1,103,16.6,24,16.4,1,18.6,216,4.8
Washington,10,13.1,25,6.8,90,49.9,101,22.5,28,23.5,0,0,269,6.4,6,7.8,23,6,77,41.3,88,18.7,27,21.9,2,8.4,303,7.1,6,8.3,24,5.9,65,34.5,110,20.7,30,19.5,1,3.2,302,7.2,4,5.5,23,5.4,77,39.7,80,14.6,19,11.9,5,15.7,271,6.4,5,6.8,27,6.1,85,42.3,68,12,34,20.6,6,18.2,271,6.4,3,4,23,5,80,38.7,82,14.1,15,8.8,5,14.5,236,5.5,4,5.3,35,7.2,92,43.5,68,11.3,18,10.1,5,13.9,217,5,5,6.6,33,6.5,84,38.6,91,14.5,15,8.1,3,7.9,220,5.1,9,11.7,33,6.2,89,39.5,72,11,19,9.9,3,7.6,200,4.6,5,6.4,28,5,108,46.3,91,13.4,13,6.5,3,7.2,185,4.2,2,2.5,23,3.9,145,60.1,91,12.9,21,10.1,7,16.2,214,4.8
West Virginia,0,0,0,0,14,27.5,6,37.6,5,46.6,0,0,57,3.9,0,0,0,0,19,36.7,1,6,2,18.2,0,0,54,3.7,0,0,0,0,11,20.8,4,24,3,20.7,0,0,55,3.7,0,0,0,0,17,31.9,9,50.2,4,26.4,0,0,55,3.7,0,0,0,0,21,39.1,6,32,7,44.4,0,0,46,3.1,0,0,0,0,13,24,7,35.6,6,36.5,0,0,47,3.2,0,0,1,7.9,12,22.2,2,9.8,3,17.7,0,0,66,4.5,1,29.5,1,7.7,11,20.4,2,9.5,2,11.4,0,0,55,3.8,0,0,0,0,12,22.3,1,4.6,6,33.3,0,0,49,3.4,0,0,2,15.2,20,37.2,1,4.5,4,21.4,0,0,49,3.4,0,0,2,15.2,13,24.2,2,8.7,3,15.5,0,0,65,4.5
Wisconsin,1,2.6,4,4.5,95,37.6,35,17.5,14,39.5,0,0,87,2.1,0,0,8,8.8,104,40.7,39,18.8,12,32.5,1,67.9,114,2.8,1,2.6,4,4,110,40.8,32,13.8,11,25.5,0,0,94,2.3,2,5.1,6,5.8,99,36.3,38,16,9,20,0,0,88,2.2,0,0,2,1.8,89,32.3,35,14.3,7,14.9,0,0,84,2.1,2,5,6,5.3,95,34.2,37,14.7,6,12.2,0,0,97,2.4,2,5,4,3.4,97,34.6,42,16.3,7,13.7,0,0,65,1.6,4,9.9,7,5.6,91,32.2,32,12,6,11.2,0,0,85,2.1,1,2.5,5,3.9,109,38.4,25,9.1,12,21.6,0,0,77,1.9,1,2.4,3,2.2,109,38.1,34,12,12,20.7,0,0,100,2.5,0,0,7,5,89,30.8,36,12.3,5,8.2,0,0,73,1.8
Wyoming,0,0,0,0,4,100.4,4,13.4,0,0,0,0,15,3.9,1,10.6,0,0,0,0,3,9.6,0,0,0,0,16,4.1,0,0,0,0,0,0,9,24.6,1,18.9,0,0,9,2.2,0,0,0,0,1,25.4,2,5.4,1,18.2,0,0,11,2.7,1,11.1,0,0,1,16.9,1,2.5,0,0,0,0,4,1,0,0,0,0,0,0,3,7.4,1,16.9,0,0,12,2.9,0,0,0,0,3,50.6,2,4.9,0,0,0,0,5,1.2,0,0,0,0,2,36.8,3,7.2,0,0,0,0,12,2.9,2,21.5,0,0,2,37.6,2,4.7,1,15.5,0,0,14,3.4,0,0,0,0,0,0,1,2.3,0,0,0,0,9,2.2,1,10.6,1,19.9,0,0,0,0,0,0,0,0,10,2.4
Abbeville County SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acadia Parish LA,,,0,0,5,59.1,0,0,0,0,,,0,0,0,0,0,0,6,70.3,0,0,0,0,,,,,0,0,0,0,6,69.7,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,57.7,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,9,103.1,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,5,12.5,0,0,0,0,,,0,0,0,0,,,6,15
